No,Player,Age,Pos,G,GS,Wt,Ht,BirthDate,Yrs,AV,Team,Year
38.0,C Love,27,DB,13,0.0,180.0,70.0,6/16/1976,5,1,RAI,2003.0
17.0,T Martin,25,QB,2,0.0,225.0,74.0,7/25/1978,2,0,RAI,2003.0
73.0,F Middleton,29,GC,10,8.0,330.0,76.0,10/25/1974,6,3,RAI,2003.0
3.0,R Mirer,33,QB,9,8.0,210.0,75.0,3/19/1970,10,3,RAI,2003.0
97.0,J Parrella,34,DT,5,5.0,300.0,75.0,11/22/1969,10,2,RAI,2003.0
55.0,S Pierson,21,DE,6,0.0,250.0,74.0,5/31/1982,0,0,RAI,2003.0
84.0,J Porter,25,WR,10,1.0,220.0,74.0,7/14/1978,3,3,RAI,2003.0
27.0,J Redmond,26,RB,1,0.0,215.0,71.0,9/28/1977,3,0,RAI,2003.0
80.0,J Rice,41,WR,16,15.0,200.0,74.0,10/13/1962,18,7,RAI,2003.0
63.0,B Robbins,30,GC,9,9.0,320.0,75.0,8/26/1973,8,3,RAI,2003.0
53.0,B Romanowski,37,LB,3,3.0,245.0,76.0,4/2/1966,15,1,RAI,2003.0
92.0,T Sands,24,DT,3,1.0,335.0,79.0,10/31/1979,0,1,RAI,2003.0
83.0,O Santiago,29,TE,12,7.0,265.0,79.0,3/4/1974,6,1,RAI,2003.0
37.0,C Scott,25,DB,5,0.0,214.0,71.0,8/11/1978,1,0,RAI,2003.0
28.0,S Shabazz,22,DB,4,0.0,205.0,72.0,2/5/1981,0,0,RAI,2003.0
22.0,T Shaw,30,DB,16,8.0,200.0,72.0,11/11/1973,8,3,RAI,2003.0
65.0,B Sims,29,T,16,16.0,300.0,77.0,12/1/1974,4,6,RAI,2003.0
78.0,C Slaughter,25,T,6,1.0,340.0,80.0,6/4/1978,0,1,RAI,2003.0
56.0,T Smith,28,LB,10,7.0,240.0,76.0,8/26/1975,5,3,RAI,2003.0
74.0,M Stinchcomb,26,GC,6,4.0,315.0,78.0,6/3/1977,3,2,RAI,2003.0
86.0,J Stone,24,WR,1,0.0,180.0,71.0,7/7/1979,0,0,RAI,2003.0
94.0,D Stubblefield,33,DT,8,6.0,300.0,74.0,11/14/1970,10,3,RAI,2003.0
62.0,A Treu,29,GC,16,4.0,300.0,77.0,6/24/1974,6,2,RAI,2003.0
8.0,M Tuiasosopo,24,QB,4,1.0,220.0,73.0,3/22/1979,2,1,RAI,2003.0
66.0,L Walker,24,T,16,8.0,360.0,80.0,9/3/1979,1,4,RAI,2003.0
47.0,T Wheatley,31,RB,15,5.0,235.0,72.0,1/19/1972,8,5,RAI,2003.0
87.0,A Whitted,29,WR,16,2.0,185.0,72.0,9/4/1974,5,1,RAI,2003.0
54.0,S Williams,23,DE,1,0.0,260.0,77.0,7/28/1980,0,0,RAI,2003.0
77.0,J Wong,27,GC,2,0.0,315.0,78.0,2/24/1976,0,0,RAI,2003.0
24.0,C Woodson,27,DB,15,15.0,210.0,73.0,10/7/1976,5,6,RAI,2003.0
26.0,R Woodson,38,DB,10,10.0,200.0,72.0,3/10/1965,16,4,RAI,2003.0
83.0,C Anderson,24,TE,9,4.0,270.0,79.0,11/19/1980,0,2,RAI,2004.0
23.0,M Anderson,25,DB,14,10.0,212.0,71.0,5/26/1979,2,4,RAI,2004.0
21.0,N Asomugha,23,DB,16,7.0,210.0,74.0,7/6/1981,1,2,RAI,2004.0
70.0,B Badger,29,GC,16,12.0,320.0,76.0,1/11/1975,7,6,RAI,2004.0
91.0,T Brayton,25,DE,15,15.0,280.0,78.0,11/20/1979,1,5,RAI,2004.0
34.0,R Buchanan,33,DB,16,16.0,186.0,69.0,9/29/1971,11,5,RAI,2004.0
31.0,P Buchanon,24,DB,14,14.0,190.0,71.0,9/19/1980,2,5,RAI,2004.0
55.0,D Clark,27,LB,16,16.0,233.0,74.0,5/9/1977,4,6,RAI,2004.0
5.0,K Collins,32,QB,14,13.0,247.0,77.0,12/30/1972,9,10,RAI,2004.0
40.0,J Cooper,26,DB,9,0.0,210.0,72.0,3/31/1978,3,1,RAI,2004.0
32.0,Z Crockett,32,FB,16,9.0,240.0,74.0,12/2/1972,9,2,RAI,2004.0
89.0,R Curry,25,WR,12,3.0,220.0,74.0,5/28/1979,2,6,RAI,2004.0
20.0,J Fargas,24,FB,12,0.0,220.0,73.0,1/25/1980,1,1,RAI,2004.0
10.0,C Francis,23,WR,5,0.0,200.0,69.0,1/3/1981,0,0,RAI,2004.0
85.0,D Gabriel,24,WR,16,5.0,215.0,75.0,8/27/1980,1,5,RAI,2004.0
76.0,R Gallery,24,T,16,15.0,325.0,79.0,7/26/1980,0,8,RAI,2004.0
12.0,R Gannon,39,QB,3,3.0,210.0,75.0,12/20/1965,17,2,RAI,2004.0
94.0,A Gbaja-Biamila,25,DE,14,0.0,270.0,77.0,5/6/1979,1,1,RAI,2004.0
59.0,D Grant,25,DE,9,9.0,280.0,75.0,11/18/1979,3,3,RAI,2004.0
64.0,J Grove,24,GC,9,8.0,300.0,76.0,1/22/1980,0,4,RAI,2004.0
98.0,B Hamilton,33,DE,16,15.0,280.0,77.0,7/1/1971,8,5,RAI,2004.0
58.0,N Harris,25,LB,14,9.0,255.0,74.0,2/25/1979,2,3,RAI,2004.0
44.0,C Hetherington,32,FB,5,2.0,245.0,75.0,11/27/1972,8,0,RAI,2004.0
71.0,C Hulsey,27,GC,3,0.0,325.0,76.0,7/26/1977,3,0,RAI,2004.0
96.0,G Irons,25,DE,8,2.0,265.0,77.0,7/7/1979,2,1,RAI,2004.0
11.0,S Janikowski,26,PK,16,0.0,260.0,73.0,3/2/1978,4,4,RAI,2004.0
82.0,T Johnson,23,TE,8,1.0,260.0,77.0,11/29/1981,1,1,RAI,2004.0
51.0,T Johnson,26,LB,16,0.0,240.0,72.0,2/7/1978,3,1,RAI,2004.0
88.0,D Jolley,25,TE,16,13.0,250.0,76.0,1/2/1979,2,3,RAI,2004.0
93.0,T Kelly,24,DE,10,3.0,310.0,78.0,12/27/1980,0,2,RAI,2004.0
9.0,S Lechler,28,PK,16,0.0,230.0,74.0,8/7/1976,4,4,RAI,2004.0
73.0,F Middleton,30,GC,7,7.0,330.0,76.0,10/25/1974,7,4,RAI,2004.0
19.0,J Morant,23,WR,4,0.0,220.0,76.0,12/7/1981,0,0,RAI,2004.0
42.0,K Nash,25,DB,2,0.0,215.0,75.0,3/11/1979,0,0,RAI,2004.0
97.0,J Parrella,35,DT,16,0.0,300.0,75.0,11/22/1969,11,1,RAI,2004.0
84.0,J Porter,26,WR,16,16.0,220.0,74.0,7/14/1978,4,9,RAI,2004.0
27.0,J Redmond,27,RB,16,1.0,215.0,71.0,9/28/1977,4,3,RAI,2004.0
80.0,J Rice,42,WR,6,5.0,200.0,74.0,10/13/1962,19,1,RAI,2004.0
90.0,T Sands,25,DT,15,0.0,335.0,79.0,10/31/1979,1,1,RAI,2004.0
99.0,W Sapp,32,DT,16,16.0,303.0,74.0,12/19/1972,9,6,RAI,2004.0
30.0,S Schweigert,23,DB,16,3.0,213.0,75.0,6/21/1981,0,1,RAI,2004.0
65.0,B Sims,30,T,16,16.0,300.0,77.0,12/1/1974,5,8,RAI,2004.0
78.0,C Slaughter,26,T,10,0.0,340.0,80.0,6/4/1978,1,1,RAI,2004.0
56.0,T Smith,29,LB,8,4.0,240.0,76.0,8/26/1975,6,2,RAI,2004.0
15.0,J Stone,25,WR,4,0.0,180.0,71.0,7/7/1979,1,1,RAI,2004.0
67.0,R Stone,33,GC,5,5.0,325.0,77.0,7/20/1971,10,3,RAI,2004.0
35.0,D Terrell,29,DB,16,0.0,190.0,72.0,7/8/1975,4,1,RAI,2004.0
62.0,A Treu,30,GC,16,16.0,300.0,77.0,6/24/1974,7,8,RAI,2004.0
50.0,M Tuitele,26,LB,1,0.0,255.0,74.0,5/26/1978,4,0,RAI,2004.0
25.0,D Walker,31,DB,16,5.0,190.0,73.0,8/9/1973,7,2,RAI,2004.0
66.0,L Walker,25,T,16,1.0,360.0,80.0,9/3/1979,2,2,RAI,2004.0
92.0,T Washington,36,DT,16,16.0,365.0,77.0,4/13/1968,13,5,RAI,2004.0
47.0,T Wheatley,32,RB,8,7.0,235.0,72.0,1/19/1972,9,3,RAI,2004.0
87.0,A Whitted,30,WR,11,5.0,185.0,72.0,9/4/1974,6,2,RAI,2004.0
29.0,B Williams,25,DB,2,0.0,195.0,70.0,8/11/1979,1,0,RAI,2004.0
86.0,R Williams,29,TE,12,3.0,265.0,77.0,4/27/1975,6,0,RAI,2004.0
54.0,S Williams,24,DE,9,4.0,260.0,77.0,7/28/1980,1,2,RAI,2004.0
24.0,C Woodson,28,DB,13,12.0,210.0,73.0,10/7/1976,6,4,RAI,2004.0
28.0,A Zereoue,28,RB,15,6.0,212.0,68.0,10/8/1976,5,5,RAI,2004.0
83.0,C Anderson,25,TE,14,13.0,270.0,79.0,11/19/1980,1,3,RAI,2005.0
21.0,N Asomugha,24,DB,16,16.0,210.0,74.0,7/6/1981,2,4,RAI,2005.0
70.0,B Badger,30,GC,16,8.0,320.0,76.0,1/11/1975,8,4,RAI,2005.0
37.0,C Branch,31,DB,6,0.0,195.0,71.0,5/8/1974,8,0,RAI,2005.0
91.0,T Brayton,26,DE,16,3.0,280.0,78.0,11/20/1979,2,2,RAI,2005.0
56.0,D Burgess,27,DE,16,12.0,260.0,74.0,8/12/1978,4,11,RAI,2005.0
23.0,C Carr,22,DB,16,0.0,182.0,70.0,4/30/1983,0,1,RAI,2005.0
55.0,D Clark,28,LB,16,15.0,233.0,74.0,5/9/1977,5,6,RAI,2005.0
5.0,K Collins,33,QB,15,15.0,247.0,77.0,12/30/1972,10,11,RAI,2005.0
40.0,J Cooper,27,DB,16,10.0,210.0,72.0,3/31/1978,4,3,RAI,2005.0
32.0,Z Crockett,33,FB,16,10.0,240.0,74.0,12/2/1972,10,2,RAI,2005.0
89.0,R Curry,26,WR,2,0.0,220.0,74.0,5/28/1979,3,0,RAI,2005.0
33.0,O Easy,28,FB,16,0.0,245.0,74.0,10/29/1977,3,0,RAI,2005.0
50.0,I Ekejiuba,24,LB,10,0.0,240.0,76.0,10/5/1981,0,1,RAI,2005.0
20.0,J Fargas,25,FB,14,0.0,220.0,73.0,1/25/1980,2,0,RAI,2005.0
88.0,Z Flemister,29,TE,12,3.0,250.0,76.0,9/8/1976,5,0,RAI,2005.0
49.0,J Foschi,23,FB,10,5.0,270.0,76.0,5/19/1982,0,0,RAI,2005.0
85.0,D Gabriel,25,WR,14,2.0,215.0,75.0,8/27/1980,2,5,RAI,2005.0
76.0,R Gallery,25,T,16,16.0,325.0,79.0,7/26/1980,1,8,RAI,2005.0
36.0,D Gibson,26,DB,6,6.0,215.0,74.0,3/22/1979,4,2,RAI,2005.0
59.0,D Grant,26,DE,9,0.0,280.0,75.0,11/18/1979,4,1,RAI,2005.0
64.0,J Grove,25,GC,10,8.0,300.0,76.0,1/22/1980,1,4,RAI,2005.0
98.0,B Hamilton,34,DE,14,13.0,280.0,77.0,7/1/1971,9,6,RAI,2005.0
77.0,A Hawthorne,24,DT,2,0.0,312.0,75.0,11/15/1981,0,0,RAI,2005.0
22.0,R Hill,27,DB,16,13.0,205.0,71.0,11/12/1978,4,4,RAI,2005.0
71.0,C Hulsey,28,GC,12,0.0,325.0,76.0,7/26/1977,4,1,RAI,2005.0
96.0,G Irons,26,DE,15,1.0,265.0,77.0,7/7/1979,3,1,RAI,2005.0
11.0,S Janikowski,27,PK,16,0.0,260.0,73.0,3/2/1978,5,1,RAI,2005.0
95.0,E Jasper,32,DT,15,1.0,293.0,74.0,1/18/1973,8,2,RAI,2005.0
51.0,T Johnson,27,LB,16,0.0,240.0,72.0,2/7/1978,4,1,RAI,2005.0
34.0,L Jordan,27,RB,14,14.0,242.0,70.0,11/11/1978,4,11,RAI,2005.0
93.0,T Kelly,25,DE,16,12.0,310.0,78.0,12/27/1980,1,6,RAI,2005.0
9.0,S Lechler,29,PK,16,0.0,230.0,74.0,8/7/1976,5,4,RAI,2005.0
75.0,B Lekkerkerker,27,T,1,0.0,330.0,79.0,5/8/1978,0,0,RAI,2005.0
19.0,J Morant,24,WR,1,0.0,220.0,76.0,12/7/1981,1,0,RAI,2005.0
52.0,K Morrison,23,LB,16,15.0,245.0,74.0,2/19/1982,0,7,RAI,2005.0
18.0,R Moss,28,WR,16,15.0,210.0,76.0,2/13/1977,7,8,RAI,2005.0
84.0,J Porter,27,WR,16,14.0,220.0,74.0,7/14/1978,5,8,RAI,2005.0
57.0,R Riddle,24,DE,12,0.0,259.0,74.0,7/5/1981,0,1,RAI,2005.0
26.0,S Routt,22,DB,15,2.0,195.0,73.0,7/23/1983,0,1,RAI,2005.0
90.0,T Sands,26,DT,9,0.0,335.0,79.0,10/31/1979,2,1,RAI,2005.0
99.0,W Sapp,33,DT,10,10.0,303.0,74.0,12/19/1972,10,5,RAI,2005.0
30.0,S Schweigert,24,DB,16,13.0,213.0,75.0,6/21/1981,1,5,RAI,2005.0
65.0,B Sims,31,T,16,16.0,300.0,77.0,12/1/1974,6,8,RAI,2005.0
78.0,C Slaughter,27,T,12,0.0,340.0,80.0,6/4/1978,2,1,RAI,2005.0
67.0,R Stone,34,GC,16,16.0,325.0,77.0,7/20/1971,11,8,RAI,2005.0
29.0,R Tongue,32,DB,4,1.0,204.0,72.0,4/11/1973,9,0,RAI,2005.0
62.0,A Treu,31,GC,16,10.0,300.0,77.0,6/24/1974,8,5,RAI,2005.0
8.0,M Tuiasosopo,26,QB,1,1.0,220.0,73.0,3/22/1979,4,0,RAI,2005.0
25.0,D Walker,32,DB,9,0.0,190.0,73.0,8/9/1973,8,0,RAI,2005.0
66.0,L Walker,26,T,6,6.0,360.0,80.0,9/3/1979,3,3,RAI,2005.0
27.0,F Washington,22,DB,16,11.0,175.0,71.0,6/9/1983,0,3,RAI,2005.0
92.0,T Washington,37,DT,16,16.0,365.0,77.0,4/13/1968,14,6,RAI,2005.0
87.0,A Whitted,31,WR,16,0.0,185.0,72.0,9/4/1974,7,2,RAI,2005.0
86.0,R Williams,27,WR,16,4.0,220.0,75.0,5/21/1978,4,1,RAI,2005.0
24.0,C Woodson,29,DB,6,6.0,210.0,73.0,10/7/1976,7,2,RAI,2005.0
88.0,J Adkisson,26,WR,2,0.0,230.0,77.0,1/11/1980,0,0,RAI,2006.0
83.0,C Anderson,26,TE,16,11.0,270.0,79.0,11/19/1980,2,1,RAI,2006.0
21.0,N Asomugha,25,DB,15,15.0,210.0,74.0,7/6/1981,3,12,RAI,2006.0
70.0,B Badger,31,GC,7,0.0,320.0,76.0,1/11/1975,9,0,RAI,2006.0
67.0,K Boothe,23,T,16,14.0,325.0,77.0,7/5/1983,0,3,RAI,2006.0
91.0,T Brayton,27,DE,16,13.0,280.0,78.0,11/20/1979,3,6,RAI,2006.0
2.0,A Brooks,30,QB,8,8.0,205.0,76.0,3/24/1976,6,0,RAI,2006.0
57.0,R Brown,23,LB,13,0.0,235.0,74.0,12/27/1983,0,1,RAI,2006.0
13.0,W Buchanon,23,WR,1,0.0,185.0,75.0,4/5/1983,0,0,RAI,2006.0
56.0,D Burgess,28,DE,16,16.0,260.0,74.0,8/12/1978,5,9,RAI,2006.0
23.0,C Carr,23,DB,16,2.0,182.0,70.0,4/30/1983,1,2,RAI,2006.0
40.0,J Cooper,28,DB,16,0.0,210.0,72.0,3/31/1978,5,1,RAI,2006.0
32.0,Z Crockett,34,FB,16,9.0,240.0,74.0,12/2/1972,11,1,RAI,2006.0
89.0,R Curry,27,WR,16,4.0,220.0,74.0,5/28/1979,4,4,RAI,2006.0
20.0,A Echemandu,26,RB,4,0.0,225.0,70.0,11/21/1980,2,0,RAI,2006.0
50.0,I Ekejiuba,25,LB,12,0.0,240.0,76.0,10/5/1981,1,1,RAI,2006.0
25.0,J Fargas,26,FB,16,6.0,220.0,73.0,1/25/1980,3,3,RAI,2006.0
49.0,J Foschi,24,FB,1,0.0,270.0,76.0,5/19/1982,1,0,RAI,2006.0
80.0,D Gabriel,26,WR,3,0.0,215.0,75.0,8/27/1980,3,0,RAI,2006.0
76.0,R Gallery,26,T,10,10.0,325.0,79.0,7/26/1980,2,2,RAI,2006.0
36.0,D Gibson,27,DB,16,1.0,215.0,74.0,3/22/1979,5,1,RAI,2006.0
64.0,J Grove,26,GC,16,16.0,300.0,76.0,1/22/1980,2,4,RAI,2006.0
77.0,A Hawthorne,25,DT,16,0.0,312.0,75.0,11/15/1981,1,1,RAI,2006.0
53.0,T Howard,23,LB,16,15.0,245.0,75.0,7/14/1983,0,6,RAI,2006.0
24.0,M Huff,23,DB,16,16.0,211.0,72.0,3/6/1983,0,5,RAI,2006.0
71.0,C Hulsey,29,GC,5,5.0,325.0,76.0,7/26/1977,5,1,RAI,2006.0
94.0,K Huntley,24,DT,6,0.0,270.0,79.0,4/8/1982,0,1,RAI,2006.0
96.0,G Irons,27,DE,2,1.0,265.0,77.0,7/7/1979,4,0,RAI,2006.0
11.0,S Janikowski,28,PK,16,0.0,260.0,73.0,3/2/1978,6,3,RAI,2006.0
51.0,L Johnstone,33,DE,11,1.0,250.0,76.0,6/11/1973,10,1,RAI,2006.0
34.0,L Jordan,28,RB,9,8.0,242.0,70.0,11/11/1978,5,2,RAI,2006.0
93.0,T Kelly,26,DE,16,16.0,310.0,78.0,12/27/1980,2,7,RAI,2006.0
9.0,S Lechler,30,PK,16,0.0,230.0,74.0,8/7/1976,6,4,RAI,2006.0
42.0,R Lee,26,RB,16,3.0,220.0,70.0,10/12/1980,2,1,RAI,2006.0
85.0,J Madsen,23,WR,15,1.0,220.0,77.0,5/9/1983,0,1,RAI,2006.0
79.0,P McQuistan,23,T,15,6.0,315.0,78.0,4/30/1983,0,2,RAI,2006.0
19.0,J Morant,25,WR,10,2.0,220.0,76.0,12/7/1981,2,0,RAI,2006.0
61.0,C Morris,23,GC,5,0.0,305.0,76.0,2/22/1983,0,0,RAI,2006.0
52.0,K Morrison,24,LB,16,16.0,245.0,74.0,2/19/1982,1,8,RAI,2006.0
18.0,R Moss,29,WR,13,13.0,210.0,76.0,2/13/1977,8,3,RAI,2006.0
38.0,T Poole,34,DB,12,2.0,188.0,68.0,2/3/1972,11,1,RAI,2006.0
84.0,J Porter,28,WR,4,0.0,220.0,74.0,7/14/1978,6,0,RAI,2006.0
26.0,S Routt,23,DB,16,2.0,195.0,73.0,7/23/1983,1,2,RAI,2006.0
90.0,T Sands,27,DT,16,2.0,335.0,79.0,10/31/1979,3,3,RAI,2006.0
99.0,W Sapp,34,DT,16,16.0,303.0,74.0,12/19/1972,11,7,RAI,2006.0
30.0,S Schweigert,25,DB,16,16.0,213.0,75.0,6/21/1981,2,5,RAI,2006.0
65.0,B Sims,32,T,10,7.0,300.0,77.0,12/1/1974,7,2,RAI,2006.0
78.0,C Slaughter,28,T,15,6.0,340.0,80.0,6/4/1978,3,2,RAI,2006.0
22.0,D Starks,32,DB,3,0.0,172.0,70.0,5/23/1974,8,0,RAI,2006.0
55.0,R Thomas,26,LB,16,0.0,229.0,73.0,7/17/1980,4,2,RAI,2006.0
62.0,A Treu,32,GC,11,0.0,300.0,77.0,6/24/1974,9,0,RAI,2006.0
8.0,M Tuiasosopo,27,QB,2,0.0,220.0,73.0,3/22/1979,5,0,RAI,2006.0
66.0,L Walker,27,T,16,16.0,360.0,80.0,9/3/1979,4,4,RAI,2006.0
16.0,A Walter,24,QB,12,8.0,235.0,77.0,5/11/1982,0,0,RAI,2006.0
27.0,F Washington,23,DB,14,14.0,175.0,71.0,6/9/1983,1,5,RAI,2006.0
87.0,A Whitted,32,WR,14,13.0,185.0,72.0,9/4/1974,8,2,RAI,2006.0
86.0,R Williams,28,WR,16,10.0,220.0,75.0,5/21/1978,5,2,RAI,2006.0
54.0,S Williams,26,DE,15,12.0,260.0,77.0,7/28/1980,3,5,RAI,2006.0
55.0,J Alston,26,LB,9,4.0,235.0,72.0,6/4/1983,3,2,RAI,2009.0
21.0,N Asomugha,28,DB,16,16.0,210.0,74.0,7/6/1981,6,12,RAI,2009.0
69.0,K Barnes,27,T,6,2.0,320.0,78.0,4/21/1982,4,1,RAI,2009.0
35.0,J Bowie,25,DB,3,0.0,186.0,71.0,5/11/1984,2,0,RAI,2009.0
30.0,J Boyd,23,DB,1,0.0,225.0,74.0,5/26/1986,0,0,RAI,2009.0
33.0,T Branch,23,DB,16,16.0,197.0,71.0,12/11/1986,1,6,RAI,2009.0
57.0,R Brown,26,LB,5,5.0,235.0,74.0,12/27/1983,3,2,RAI,2009.0
90.0,D Bryant,24,DT,16,0.0,290.0,77.0,12/15/1985,0,2,RAI,2009.0
29.0,M Bush,25,RB,16,7.0,243.0,74.0,6/16/1984,1,4,RAI,2009.0
66.0,C Carlisle,32,GC,16,16.0,310.0,77.0,8/11/1977,9,5,RAI,2009.0
59.0,J Condo,28,LB,16,0.0,240.0,75.0,8/26/1981,4,4,RAI,2009.0
50.0,I Ekejiuba,28,LB,16,0.0,240.0,76.0,10/5/1981,4,1,RAI,2009.0
99.0,G Ellis,34,DE,14,14.0,265.0,78.0,8/14/1975,11,6,RAI,2009.0
31.0,H Eugene,29,DB,14,4.0,200.0,74.0,11/24/1980,2,2,RAI,2009.0
25.0,J Fargas,29,FB,12,4.0,220.0,73.0,1/25/1980,6,3,RAI,2009.0
3.0,C Frye,28,QB,3,3.0,220.0,76.0,8/28/1981,4,1,RAI,2009.0
76.0,R Gallery,29,T,6,6.0,325.0,79.0,7/26/1980,5,2,RAI,2009.0
5.0,B Gradkowski,26,QB,7,4.0,217.0,73.0,1/27/1983,3,3,RAI,2009.0
74.0,C Green,33,T,12,12.0,315.0,78.0,8/25/1976,7,4,RAI,2009.0
75.0,M Henderson,25,DT,16,16.0,302.0,78.0,10/29/1984,2,5,RAI,2009.0
12.0,D Heyward-Bey,22,WR,11,11.0,210.0,74.0,2/26/1987,0,1,RAI,2009.0
15.0,J Higgins,26,WR,15,5.0,185.0,72.0,9/8/1983,2,2,RAI,2009.0
23.0,J Holland,24,WR,14,0.0,191.0,72.0,2/18/1985,1,1,RAI,2009.0
53.0,T Howard,26,LB,16,15.0,245.0,75.0,7/14/1983,3,6,RAI,2009.0
24.0,M Huff,26,DB,16,12.0,211.0,72.0,3/6/1983,3,5,RAI,2009.0
11.0,S Janikowski,31,PK,16,0.0,260.0,73.0,3/2/1978,9,6,RAI,2009.0
37.0,C Johnson,30,DB,15,15.0,200.0,73.0,9/25/1979,4,6,RAI,2009.0
94.0,W Joseph,30,DT,6,0.0,310.0,77.0,9/3/1979,6,0,RAI,2009.0
93.0,T Kelly,29,DE,16,16.0,310.0,78.0,12/27/1980,5,6,RAI,2009.0
44.0,L Lawton,29,RB,13,3.0,237.0,71.0,8/26/1980,4,0,RAI,2009.0
9.0,S Lechler,33,PK,16,0.0,230.0,74.0,8/7/1976,9,6,RAI,2009.0
7.0,J Losman,28,QB,1,0.0,217.0,74.0,3/12/1981,5,0,RAI,2009.0
20.0,D McFadden,22,RB,12,7.0,210.0,74.0,8/27/1987,1,3,RAI,2009.0
79.0,P McQuistan,26,T,3,0.0,315.0,78.0,4/30/1983,3,0,RAI,2009.0
22.0,J Miller,25,DB,1,0.0,186.0,71.0,2/14/1984,4,0,RAI,2009.0
80.0,Z Miller,24,TE,15,15.0,256.0,77.0,12/11/1985,2,5,RAI,2009.0
34.0,M Mitchell,22,DB,16,0.0,221.0,73.0,6/10/1987,0,1,RAI,2009.0
51.0,C Morris,26,GC,16,10.0,305.0,76.0,2/22/1983,3,3,RAI,2009.0
52.0,K Morrison,27,LB,16,16.0,245.0,74.0,2/19/1982,4,7,RAI,2009.0
18.0,L Murphy,22,WR,16,9.0,200.0,74.0,5/11/1987,0,4,RAI,2009.0
83.0,B Myers,24,TE,11,2.0,250.0,76.0,9/4/1985,0,0,RAI,2009.0
56.0,D Nixon,24,LB,3,0.0,225.0,75.0,3/16/1985,0,0,RAI,2009.0
58.0,S Norris,24,LB,4,0.0,232.0,74.0,10/25/1985,0,0,RAI,2009.0
46.0,O O'Neal,26,FB,4,0.0,243.0,72.0,9/8/1983,2,0,RAI,2009.0
72.0,E Pears,27,T,12,4.0,316.0,80.0,6/25/1982,3,2,RAI,2009.0
40.0,L Rankin,24,RB,2,0.0,205.0,73.0,5/4/1985,0,0,RAI,2009.0
45.0,M Reece,24,TE,2,0.0,235.0,73.0,6/23/1985,1,0,RAI,2009.0
98.0,J Richardson,25,DE,16,0.0,276.0,77.0,1/27/1984,2,1,RAI,2009.0
26.0,S Routt,26,DB,16,1.0,195.0,73.0,7/23/1983,4,1,RAI,2009.0
22.0,G Russell,23,RB,12,4.0,205.0,70.0,9/8/1986,2,1,RAI,2009.0
2.0,J Russell,24,QB,12,9.0,265.0,78.0,8/9/1985,2,-2,RAI,2009.0
64.0,S Satele,25,GC,15,12.0,300.0,75.0,11/29/1984,2,4,RAI,2009.0
81.0,C Schilens,24,WR,8,8.0,225.0,76.0,11/7/1985,1,2,RAI,2009.0
91.0,T Scott,25,DE,16,6.0,256.0,77.0,8/30/1984,1,3,RAI,2009.0
92.0,R Seymour,30,DE,16,16.0,317.0,78.0,10/6/1979,8,6,RAI,2009.0
77.0,M Shaughnessy,23,DE,16,2.0,260.0,77.0,9/23/1986,0,2,RAI,2009.0
86.0,T Stewart,30,TE,15,4.0,260.0,77.0,8/9/1979,8,1,RAI,2009.0
84.0,J Walker,31,WR,3,0.0,215.0,75.0,10/14/1978,7,0,RAI,2009.0
70.0,L Walker,30,T,7,2.0,360.0,80.0,9/3/1979,7,1,RAI,2009.0
61.0,G Warren,31,DT,16,16.0,325.0,76.0,7/25/1978,8,6,RAI,2009.0
19.0,T Watkins,26,WR,13,1.0,187.0,74.0,6/22/1983,1,1,RAI,2009.0
54.0,S Williams,29,DE,16,2.0,260.0,77.0,7/28/1980,6,2,RAI,2009.0
42.0,R Beckett,23,DB,16,3.0,207.0,74.0,1/31/1977,0,2,SDG,2000.0
2.0,D Bennett,35,PK,16,0.0,235.0,77.0,1/9/1965,5,4,SDG,2000.0
50.0,D Binn,28,GC,16,0.0,228.0,75.0,2/6/1972,6,2,SDG,2000.0
24.0,F Brown,23,DB,9,8.0,192.0,71.0,9/21/1977,1,3,SDG,2000.0
43.0,K Bynum,26,RB,14,0.0,191.0,71.0,5/29/1974,3,0,SDG,2000.0
3.0,J Carney,36,PK,16,0.0,185.0,71.0,4/20/1964,12,3,SDG,2000.0
96.0,L Carson,23,DT,4,0.0,305.0,74.0,2/11/1977,0,0,SDG,2000.0
32.0,R Chancey,28,RB,4,3.0,250.0,72.0,9/7/1972,3,1,SDG,2000.0
62.0,B Coleman,29,GC,16,16.0,330.0,77.0,5/18/1971,7,6,SDG,2000.0
80.0,C Conway,29,WR,14,14.0,196.0,73.0,1/13/1971,7,6,SDG,2000.0
27.0,T Darden,25,DB,16,3.0,193.0,72.0,8/11/1975,0,2,SDG,2000.0
84.0,R Davis,24,TE,10,0.0,233.0,75.0,9/3/1976,1,0,SDG,2000.0
22.0,T Denton,27,DB,5,0.0,182.0,71.0,2/2/1973,2,0,SDG,2000.0
90.0,A Dingle,23,DE,14,1.0,272.0,75.0,6/25/1977,0,1,SDG,2000.0
51.0,G Dixon,31,LB,16,16.0,250.0,75.0,6/20/1969,7,7,SDG,2000.0
20.0,M Dumas,31,DB,12,12.0,198.0,72.0,3/18/1969,9,4,SDG,2000.0
35.0,J Fazande,25,RB,13,7.0,255.0,74.0,1/14/1975,1,3,SDG,2000.0
41.0,T Fletcher,27,RB,16,6.0,196.0,68.0,9/14/1973,5,5,SDG,2000.0
95.0,A Fontenot,30,DE,15,15.0,287.0,76.0,9/17/1970,7,6,SDG,2000.0
