No,Player,Age,Pos,G,GS,Wt,Ht,BirthDate,Yrs,AV,Team,Year
83.0,K Granson,23.0,TE,17,0,242.0,74.0,3/27/1998,0,1.0,CLT,2021
13.0,T Hilton,32.0,WR,10,9,183.0,70.0,11/14/1989,9,3.0,CLT,2021
21.0,N Hines,25.0,RB,17,4,196.0,69.0,11/12/1996,3,5.0,CLT,2021
35.0,D Jackson,22.0,RB,9,0,220.0,72.0,2/18/1999,0,0.0,CLT,2021
43.0,M Jefferson,25.0,LB,1,0,241.0,74.0,11/15/1996,3,0.0,CLT,2021
78.0,R Kelly,28.0,GC,14,14,307.0,76.0,5/30/1993,5,8.0,CLT,2021
53.0,D Leonard,26.0,LB,16,16,230.0,74.0,7/27/1995,3,15.0,CLT,2021
25.0,M Mack,25.0,RB,6,0,210.0,72.0,3/7/1996,4,1.0,CLT,2021
23.0,K Moore,26.0,DB,17,16,190.0,69.0,8/23/1995,4,10.0,CLT,2021
97.0,A Muhammad,26.0,DE,17,17,250.0,76.0,3/28/1995,4,7.0,CLT,2021
56.0,Q Nelson,25.0,OG,13,13,330.0,77.0,3/19/1996,3,9.0,CLT,2021
54.0,D Odeyingbo,22.0,DL,10,0,276.0,78.0,9/24/1999,0,1.0,CLT,2021
30.0,G Odum,28.0,S,17,7,202.0,73.0,11/3/1993,3,3.0,CLT,2021
58.0,B Okereke,25.0,LB,17,17,235.0,73.0,7/29/1996,2,7.0,CLT,2021
14.0,Z Pascal,27.0,WR,16,13,214.0,74.0,12/18/1994,3,4.0,CLT,2021
10.0,D Patmon,23.0,WR,8,0,220.0,76.0,8/6/1998,1,0.0,CLT,2021
51.0,K Paye,23.0,DE,15,15,261.0,74.0,11/19/1998,0,7.0,CLT,2021
63.0,D Pinter,25.0,OL,16,3,306.0,76.0,6/19/1996,1,2.0,CLT,2021
11.0,M Pittman,24.0,WR,17,17,223.0,76.0,10/5/1997,1,12.0,CLT,2021
69.0,M Pryor,27.0,T,17,5,332.0,79.0,12/16/1994,3,4.0,CLT,2021
29.0,W Redmond,28.0,DB,3,0,186.0,71.0,12/28/1993,3,0.0,CLT,2021
62.0,C Reed,29.0,GC,14,6,300.0,77.0,7/22/1992,5,3.0,CLT,2021
46.0,L Rhodes,29.0,LB,16,0,238.0,74.0,12/2/1992,5,0.0,CLT,2021
27.0,X Rhodes,31.0,DB,13,13,218.0,73.0,6/19/1990,8,5.0,CLT,2021
91.0,I Rochell,26.0,DE,12,0,280.0,75.0,4/22/1995,4,1.0,CLT,2021
34.0,I Rodgers,23.0,DB,17,1,170.0,70.0,1/7/1998,1,2.0,CLT,2021
8.0,R Sanchez,27.0,PK,17,0,195.0,72.0,9/8/1994,4,2.0,CLT,2021
42.0,A Sendejo,34.0,DB,12,10,210.0,73.0,9/9/1987,11,4.0,CLT,2021
72.0,B Smith,25.0,OG,11,11,315.0,78.0,3/25/1996,3,5.0,CLT,2021
45.0,E Speed,26.0,LB,17,1,224.0,75.0,6/1/1995,2,1.0,CLT,2021
95.0,T Stallworth,26.0,DT,16,1,305.0,74.0,8/18/1995,3,2.0,CLT,2021
90.0,G Stewart,28.0,DT,17,17,315.0,76.0,10/20/1993,4,7.0,CLT,2021
17.0,M Strachan,24.0,WR,6,0,224.0,77.0,8/13/1997,0,0.0,CLT,2021
28.0,J Taylor,22.0,RB,17,17,226.0,70.0,1/19/1999,1,17.0,CLT,2021
57.0,K Turay,26.0,LB,13,0,248.0,77.0,7/11/1995,3,1.0,CLT,2021
2.0,C Wentz,29.0,QB,17,17,237.0,77.0,12/30/1992,5,14.0,CLT,2021
66.0,C Williams,23.0,DT,8,0,302.0,74.0,6/16/1998,0,1.0,CLT,2021
37.0,K Willis,25.0,S,11,10,213.0,71.0,5/7/1996,2,4.0,CLT,2021
26.0,R Ya-Sin,25.0,DB,13,8,190.0,72.0,5/23/1996,2,3.0,CLT,2021
32.0,J Blackmon,23.0,S,6,6,187.0,72.0,8/24/1998,1,2.0,CLT,2021
3.0,R Blankenship,24.0,PK,5,0,184.0,73.0,1/29/1997,1,0.0,CLT,2021
36.0,I Campbell,29.0,S,2,0,210.0,71.0,5/13/1992,6,0.0,CLT,2021
94.0,T Lewis,26.0,DE,8,2,277.0,75.0,1/30/1995,3,2.0,CLT,2021
55.0,S Moore,26.0,LB,1,1,225.0,74.0,1/8/1995,3,0.0,CLT,2021
96.0,A Woods,28.0,DT,7,0,318.0,73.0,1/3/1993,5,0.0,CLT,2021
59.0,T Adams,29.0,LB,2,0,230.0,74.0,4/11/1992,5,0.0,JAX,2021
53.0,D Allen,26.0,LB,14,1,232.0,73.0,11/2/1995,2,1.0,JAX,2021
41.0,J Allen,24.0,DE,16,15,262.0,77.0,7/13/1997,2,7.0,JAX,2021
23.0,R Armstead,25.0,RB,2,0,220.0,71.0,10/30/1996,2,0.0,JAX,2021
7.0,T Austin,31.0,WR,13,3,179.0,68.0,3/15/1990,8,1.0,JAX,2021
78.0,B Bartch,23.0,OL,15,11,309.0,78.0,7/22/1998,1,3.0,JAX,2021
3.0,C Beathard,28.0,QB,2,0,215.0,74.0,11/16/1993,4,0.0,JAX,2021
90.0,M Brown,27.0,DT,17,17,320.0,74.0,2/2/1994,6,7.0,JAX,2021
90.0,T Bryan,25.0,DT,15,0,291.0,77.0,3/11/1996,3,1.0,JAX,2021
32.0,T Campbell,21.0,DB,15,14,195.0,73.0,3/17/2000,0,5.0,JAX,2021
45.0,K Chaisson,22.0,LB,15,8,254.0,75.0,7/25/1999,1,4.0,JAX,2021
19.0,J Charlton,24.0,PK,1,0,190.0,77.0,4/7/1997,1,0.0,JAX,2021
38.0,A Cisco,21.0,S,17,3,209.0,72.0,3/23/2000,0,2.0,JAX,2021
27.0,C Claybrooks,24.0,DB,16,2,179.0,69.0,7/17/1997,1,2.0,JAX,2021
88.0,J Cotton,24.0,WR,1,0,204.0,74.0,4/17/1997,0,0.0,JAX,2021
31.0,N Cottrell,25.0,RB,4,0,193.0,71.0,8/2/1996,1,0.0,JAX,2021
89.0,L Farrell,24.0,TE,15,4,258.0,77.0,10/14/1997,0,0.0,JAX,2021
96.0,A Gotsis,29.0,DT,16,4,287.0,76.0,9/23/1992,5,3.0,JAX,2021
26.0,S Griffin,26.0,DB,14,14,198.0,72.0,7/20/1995,4,4.0,JAX,2021
52.0,D Hamilton,24.0,DL,16,8,320.0,76.0,2/1/1997,1,4.0,JAX,2021
81.0,J Hammond,23.0,WR,2,0,194.0,72.0,7/24/1998,0,0.0,JAX,2021
37.0,T Herndon,25.0,DB,9,3,185.0,71.0,3/5/1996,3,1.0,JAX,2021
86.0,J Hollister,28.0,TE,7,2,239.0,76.0,11/18/1993,4,0.0,JAX,2021
44.0,M Jack,26.0,LB,15,15,244.0,73.0,9/3/1995,5,6.0,JAX,2021
40.0,J Jones,23.0,LB,2,0,255.0,75.0,6/14/1998,0,0.0,JAX,2021
11.0,M Jones,31.0,WR,17,16,199.0,74.0,3/12/1990,9,5.0,JAX,2021
16.0,T Lawrence,22.0,QB,17,17,213.0,78.0,10/6/1999,0,7.0,JAX,2021
21.0,N Lawson,30.0,DB,12,4,192.0,69.0,4/23/1991,7,2.0,JAX,2021
65.0,B Linder,29.0,OG,9,9,315.0,78.0,1/25/1992,7,3.0,JAX,2021
72.0,W Little,22.0,T,9,3,309.0,79.0,4/1/1999,0,1.0,JAX,2021
84.0,C Manhertz,29.0,TE,17,10,255.0,78.0,4/10/1992,7,0.0,JAX,2021
46.0,R Matiscik,25.0,LS,17,0,235.0,72.0,9/13/1996,1,1.0,JAX,2021
62.0,K McDermott,25.0,OL,9,1,311.0,77.0,4/18/1996,1,1.0,JAX,2021
19.0,J Mickens,27.0,WR,6,0,170.0,71.0,4/21/1994,4,0.0,JAX,2021
68.0,A Norwell,30.0,GC,17,17,325.0,78.0,10/25/1991,7,5.0,JAX,2021
80.0,J O'Shaughnessy,29.0,TE,7,6,245.0,76.0,1/14/1992,6,2.0,JAX,2021
33.0,D Ogunbowale,27.0,RB,17,2,205.0,70.0,5/4/1994,4,1.0,JAX,2021
50.0,S Quarterman,24.0,LB,17,0,234.0,72.0,10/28/1997,1,1.0,JAX,2021
95.0,R Robertson-Harris,28.0,DE,14,13,298.0,77.0,7/23/1993,4,5.0,JAX,2021
74.0,C Robinson,26.0,T,14,14,320.0,78.0,10/9/1995,4,5.0,JAX,2021
49.0,C Russell,24.0,LB,16,1,236.0,74.0,1/20/1997,1,1.0,JAX,2021
36.0,M Sargent,24.0,RB,1,0,208.0,68.0,10/8/1997,0,0.0,JAX,2021
13.0,J Scott,26.0,PK,1,0,208.0,78.0,10/30/1995,3,0.0,JAX,2021
69.0,T Shatley,30.0,OG,17,8,310.0,75.0,5/5/1991,7,3.0,JAX,2021
10.0,L Shenault,23.0,WR,16,10,227.0,73.0,10/5/1998,1,4.0,JAX,2021
92.0,J Smith,23.0,LB,2,0,255.0,78.0,4/10/1998,0,0.0,JAX,2021
91.0,D Smoot,26.0,DE,16,10,264.0,75.0,3/2/1995,4,5.0,JAX,2021
75.0,J Taylor,24.0,OL,17,17,312.0,77.0,11/25/1997,2,6.0,JAX,2021
20.0,D Thomas,23.0,S,16,2,215.0,70.0,7/1/1998,1,1.0,JAX,2021
73.0,B Traore,24.0,T,1,0,320.0,79.0,3/12/1997,0,0.0,JAX,2021
18.0,L Treadwell,26.0,WR,12,7,215.0,74.0,6/14/1995,5,3.0,JAX,2021
97.0,J Tufele,22.0,DT,4,0,305.0,75.0,7/25/1999,0,0.0,JAX,2021
77.0,T Wallace-Simms,24.0,GC,1,0,336.0,76.0,9/25/1997,1,0.0,JAX,2021
59.0,J Ward,27.0,DE,17,1,287.0,77.0,5/11/1994,5,2.0,JAX,2021
47.0,K Warring,24.0,TE,1,0,252.0,77.0,3/23/1997,1,0.0,JAX,2021
54.0,D Wilson,28.0,LB,17,17,243.0,72.0,5/28/1993,6,7.0,JAX,2021
42.0,A Wingard,25.0,S,15,15,209.0,72.0,12/5/1996,2,5.0,JAX,2021
15.0,M Wright,25.0,PK,14,0,179.0,72.0,3/22/1996,1,3.0,JAX,2021
5.0,R ,27.0,S,15,4,204.0,72.0,11/1/1994,4,2.0,JAX,2021
55.0,L McCray,31.0,LB,12,0,249.0,75.0,8/26/1990,8,1.0,JAX,2021
76.0,W Richardson,25.0,T,13,2,306.0,78.0,1/4/1996,3,1.0,JAX,2021
85.0,D Arnold,26.0,WR,8,3,240.0,78.0,3/15/1995,3,2.0,JAX,2021
39.0,J Agnew,26.0,WR,10,2,190.0,70.0,4/3/1995,4,3.0,JAX,2021
60.0,A Cann,30.0,OG,4,4,315.0,75.0,10/23/1991,6,1.0,JAX,2021
17.0,D Chark,25.0,WR,4,4,198.0,76.0,9/23/1996,3,1.0,JAX,2021
9.0,L Cooke,26.0,PK,15,0,230.0,77.0,7/28/1995,3,3.0,JAX,2021
24.0,C Hyde,31.0,RB,12,2,229.0,72.0,9/20/1990,7,2.0,JAX,2021
2.0,R Jenkins,27.0,S,14,14,220.0,73.0,1/25/1994,4,4.0,JAX,2021
25.0,J Robinson,23.0,RB,14,13,219.0,69.0,8/9/1998,1,5.0,JAX,2021
73.0,N Allegretti,25.0,GC,17,0,315.0,76.0,4/21/1996,2,2.0,KAN,2021
39.0,Z Anderson,24.0,DB,4,0,205.0,74.0,1/3/1997,0,0.0,KAN,2021
30.0,D Baker,24.0,DB,8,1,186.0,71.0,9/4/1997,2,1.0,KAN,2021
66.0,A Blythe,29.0,GC,4,0,280.0,74.0,6/16/1992,5,0.0,KAN,2021
54.0,N Bolton,21.0,LB,16,12,237.0,72.0,3/10/2000,0,6.0,KAN,2021
57.0,O Brown,25.0,T,16,16,363.0,80.0,5/2/1996,3,11.0,KAN,2021
45.0,M Burton,29.0,FB,16,0,243.0,72.0,2/1/1992,6,0.0,KAN,2021
7.0,H Butker,26.0,PK,16,0,196.0,76.0,7/14/1995,4,4.0,KAN,2021
55.0,F Clark,28.0,DE,14,14,261.0,75.0,6/14/1993,6,6.0,KAN,2021
51.0,M Danna,24.0,DE,17,6,255.0,74.0,12/4/1997,1,4.0,KAN,2021
60.0,A Edwards,24.0,DE,2,0,280.0,77.0,8/27/1997,1,0.0,KAN,2021
25.0,C Edwards-Helaire,22.0,RB,10,10,209.0,68.0,4/11/1999,1,5.0,KAN,2021
27.0,R Fenton,24.0,DB,14,8,188.0,71.0,2/17/1997,2,3.0,KAN,2021
82.0,D Fountain,26.0,WR,2,0,210.0,74.0,12/22/1995,3,0.0,KAN,2021
50.0,W Gay,23.0,LB,12,11,235.0,74.0,2/15/1998,1,5.0,KAN,2021
19.0,J Gordon,30.0,WR,12,7,225.0,75.0,4/13/1991,9,0.0,KAN,2021
40.0,D Gore,27.0,RB,11,0,212.0,70.0,12/13/1994,0,3.0,KAN,2021
83.0,N Gray,22.0,TE,16,1,240.0,76.0,4/30/1999,0,0.0,KAN,2021
48.0,N Griffin-Stewart,25.0,TE,2,0,260.0,77.0,11/12/1996,0,0.0,KAN,2021
17.0,M Hardman,23.0,WR,17,8,187.0,70.0,3/12/1998,2,7.0,KAN,2021
4.0,C Henne,36.0,QB,4,0,215.0,75.0,7/2/1985,13,0.0,KAN,2021
10.0,T Hill,27.0,WR,17,16,185.0,70.0,3/1/1994,5,12.0,KAN,2021
53.0,A Hitchens,29.0,LB,15,15,231.0,72.0,6/10/1992,7,7.0,KAN,2021
21.0,M Hughes,24.0,DB,17,5,186.0,70.0,2/11/1997,3,3.0,KAN,2021
52.0,C Humphrey,22.0,OL,17,17,309.0,77.0,6/28/1999,0,9.0,KAN,2021
24.0,M Ingram,32.0,DE,9,6,247.0,74.0,4/26/1989,9,3.0,KAN,2021
95.0,C Jones,27.0,DT,14,14,298.0,78.0,7/3/1994,5,10.0,KAN,2021
87.0,T Kelce,32.0,TE,16,16,256.0,77.0,10/5/1989,8,11.0,KAN,2021
85.0,M Kemp,26.0,WR,16,0,208.0,76.0,8/14/1995,4,0.0,KAN,2021
15.0,P Mahomes,26.0,QB,17,17,227.0,75.0,9/17/1995,4,18.0,KAN,2021
32.0,T Mathieu,29.0,DB,16,16,190.0,69.0,5/13/1992,8,8.0,KAN,2021
1.0,J McKinnon,29.0,RB,13,0,201.0,69.0,5/3/1992,7,1.0,KAN,2021
56.0,B Niemann,26.0,LB,17,5,233.0,74.0,7/27/1995,3,4.0,KAN,2021
91.0,D Nnadi,25.0,DT,17,10,317.0,73.0,5/9/1996,3,5.0,KAN,2021
44.0,D O'Daniel,27.0,LB,17,0,217.0,73.0,9/4/1994,3,1.0,KAN,2021
97.0,A Okafor,30.0,DE,17,0,261.0,76.0,2/8/1991,8,1.0,KAN,2021
13.0,B Pringle,28.0,WR,17,5,201.0,73.0,11/17/1993,3,5.0,KAN,2021
90.0,J Reed,29.0,DT,17,17,313.0,75.0,12/16/1992,5,8.0,KAN,2021
11.0,D Robinson,27.0,WR,17,10,202.0,73.0,9/21/1994,5,2.0,KAN,2021
65.0,T Smith,22.0,OL,17,17,329.0,77.0,6/16/1999,0,9.0,KAN,2021
38.0,L Sneed,24.0,S,15,15,189.0,72.0,1/21/1997,1,5.0,KAN,2021
49.0,D Sorensen,31.0,S,17,7,200.0,74.0,3/5/1990,7,3.0,KAN,2021
22.0,J Thornhill,26.0,S,17,12,203.0,72.0,10/19/1995,2,4.0,KAN,2021
62.0,J Thuney,29.0,OG,17,17,304.0,77.0,11/18/1992,5,9.0,KAN,2021
5.0,T Townsend,25.0,PK,16,0,194.0,73.0,11/12/1996,1,2.0,KAN,2021
70.0,P Wanogho,24.0,OL,2,0,308.0,77.0,11/22/1997,1,0.0,KAN,2021
35.0,C Ward,25.0,DB,13,12,195.0,73.0,5/16/1996,3,4.0,KAN,2021
23.0,A Watts,25.0,S,16,0,205.0,71.0,3/19/1996,3,1.0,KAN,2021
98.0,T Wharton,23.0,DE,17,1,278.0,76.0,6/25/1998,1,2.0,KAN,2021
31.0,D Williams,26.0,RB,17,7,219.0,71.0,4/15/1995,3,8.0,KAN,2021
41.0,J Winchester,32.0,LS,17,0,242.0,75.0,8/6/1989,6,1.0,KAN,2021
77.0,A Wylie,27.0,T,13,7,310.0,78.0,8/19/1994,3,4.0,KAN,2021
81.0,B Bell,30.0,TE,16,5,260.0,78.0,8/7/1991,6,1.0,KAN,2021
88.0,J Fortson,26.0,WR,6,0,230.0,78.0,12/7/1995,0,0.0,KAN,2021
26.0,C Lammons,25.0,DB,12,0,182.0,70.0,1/31/1996,2,1.0,KAN,2021
99.0,K Saunders,25.0,DT,7,0,324.0,72.0,8/9/1996,2,0.0,KAN,2021
59.0,J Kaindoh,23.0,DE,3,0,262.0,77.0,12/27/1998,0,0.0,KAN,2021
67.0,L Niang,23.0,T,12,9,339.0,78.0,8/18/1998,0,6.0,KAN,2021
75.0,M Remmers,32.0,T,4,2,301.0,77.0,4/11/1989,9,2.0,KAN,2021
31.0,P Barber,27.0,RB,10,1,225.0,71.0,6/27/1994,5,2.0,RAI,2021
78.0,J Barton,26.0,OL,2,0,302.0,79.0,8/8/1995,0,0.0,RAI,2021
82.0,N Bowers,25.0,TE,5,0,265.0,76.0,5/26/1996,0,0.0,RAI,2021
2.0,D Carlson,26.0,PK,17,0,215.0,77.0,1/23/1995,3,5.0,RAI,2021
4.0,D Carr,30.0,QB,17,17,210.0,75.0,3/28/1991,7,12.0,RAI,2021
85.0,D Carrier,31.0,TE,5,1,240.0,75.0,7/25/1990,9,0.0,RAI,2021
6.0,A III,26.0,PK,17,0,220.0,76.0,11/27/1995,2,4.0,RAI,2021
67.0,L Cotton,25.0,GC,4,0,335.0,76.0,2/20/1996,2,0.0,RAI,2021
98.0,M Crosby,24.0,DE,17,17,255.0,77.0,8/22/1997,2,13.0,RAI,2021
5.0,D Deablo,23.0,LB,17,5,226.0,75.0,8/17/1998,0,3.0,RAI,2021
89.0,B Edwards,23.0,WR,16,12,212.0,75.0,11/13/1998,1,4.0,RAI,2021
72.0,J Eluemunor,27.0,OG,14,3,245.0,76.0,12/13/1994,4,2.0,RAI,2021
35.0,B Facyson,27.0,DB,12,9,197.0,74.0,9/8/1994,3,3.0,RAI,2021
99.0,C Ferrell,24.0,DE,16,0,265.0,76.0,5/17/1997,2,1.0,RAI,2021
37.0,T Gillespie,23.0,S,11,0,207.0,72.0,9/5/1998,0,1.0,RAI,2021
90.0,J Hankins,29.0,DT,14,14,340.0,75.0,3/30/1992,8,6.0,RAI,2021
29.0,C Hayward,32.0,DB,17,17,192.0,71.0,9/9/1989,9,5.0,RAI,2021
39.0,N Hobbs,22.0,DB,16,9,195.0,72.0,6/24/1999,0,3.0,RAI,2021
1.0,D Jackson,35.0,WR,9,4,175.0,70.0,12/1/1986,13,2.0,RAI,2021
28.0,J Jacobs,23.0,RB,15,14,220.0,70.0,2/11/1998,2,7.0,RAI,2021
68.0,A James,24.0,OL,17,17,300.0,76.0,5/2/1997,2,8.0,RAI,2021
77.0,Q Jefferson,28.0,DT,17,17,291.0,76.0,3/31/1993,5,7.0,RAI,2021
17.0,T Johnson,25.0,WR,5,0,193.0,73.0,1/8/1996,1,0.0,RAI,2021
7.0,Z Jones,26.0,WR,17,9,200.0,74.0,3/30/1995,4,4.0,RAI,2021
51.0,M Koonce,23.0,DE,5,0,250.0,74.0,6/6/1998,0,0.0,RAI,2021
70.0,A Leatherwood,22.0,T,17,17,312.0,77.0,1/5/1999,0,8.0,RAI,2021
32.0,D Leavitt,27.0,S,16,1,195.0,70.0,8/8/1994,3,1.0,RAI,2021
55.0,M Lee,26.0,LB,11,0,235.0,75.0,10/21/1995,4,1.0,RAI,2021
42.0,C Littleton,28.0,LB,17,13,228.0,75.0,11/18/1993,5,6.0,RAI,2021
8.0,M Mariota,28.0,QB,10,0,222.0,76.0,10/30/1993,6,0.0,RAI,2021
66.0,N Martin,28.0,GC,17,0,295.0,76.0,4/29/1993,4,1.0,RAI,2021
74.0,K Miller,26.0,T,17,17,325.0,80.0,10/9/1995,3,8.0,RAI,2021
25.0,T Moehrig,22.0,S,17,17,202.0,74.0,6/16/1999,0,5.0,RAI,2021
87.0,F Moreau,24.0,TE,17,11,250.0,76.0,5/6/1997,2,3.0,RAI,2021
94.0,C Nassib,28.0,DE,13,0,275.0,79.0,4/12/1993,5,1.0,RAI,2021
91.0,Y Ngakoue,26.0,DE,17,17,246.0,74.0,3/31/1995,5,7.0,RAI,2021
22.0,K Nixon,24.0,DB,11,1,200.0,70.0,6/22/1997,2,1.0,RAI,2021
48.0,P Onwuasor,29.0,LB,6,0,227.0,72.0,8/22/1992,5,0.0,RAI,2021
75.0,B Parker,26.0,T,17,13,320.0,80.0,10/21/1995,3,7.0,RAI,2021
52.0,D Perryman,29.0,LB,15,15,240.0,71.0,12/5/1992,6,9.0,RAI,2021
13.0,H Renfrow,26.0,WR,17,9,185.0,70.0,12/21/1995,2,8.0,RAI,2021
30.0,J Richard,28.0,RB,10,0,207.0,68.0,10/15/1993,5,1.0,RAI,2021
21.0,A Robertson,23.0,DB,10,2,187.0,68.0,7/6/1998,1,1.0,RAI,2021
47.0,T Sieg,26.0,LS,16,0,240.0,75.0,5/19/1995,3,1.0,RAI,2021
60.0,J Simmons,27.0,GC,5,0,339.0,76.0,7/15/1994,3,0.0,RAI,2021
76.0,J Simpson,24.0,OL,17,17,321.0,76.0,8/19/1997,1,7.0,RAI,2021
41.0,S Smith,25.0,DE,8,0,232.0,72.0,3/22/1996,0,0.0,RAI,2021
97.0,D Square,32.0,DE,8,1,293.0,74.0,2/6/1989,8,1.0,RAI,2021
33.0,R Teamer,24.0,S,10,2,205.0,72.0,5/12/1997,2,1.0,RAI,2021
92.0,S Thomas,26.0,DE,17,0,280.0,75.0,8/26/1995,4,1.0,RAI,2021
10.0,D Trufant,31.0,DB,8,1,190.0,72.0,9/10/1990,8,1.0,RAI,2021
95.0,K Vickers,26.0,DE,2,0,295.0,75.0,5/23/1995,1,0.0,RAI,2021
83.0,D Waller,29.0,TE,11,11,255.0,78.0,9/13/1992,6,5.0,RAI,2021
58.0,K Wilber,32.0,LB,2,0,240.0,76.0,4/26/1989,9,0.0,RAI,2021
34.0,K Wright,32.0,LB,17,8,246.0,76.0,7/23/1989,10,4.0,RAI,2021
93.0,G McCoy,33.0,DT,1,0,295.0,76.0,2/25/1988,11,0.0,RAI,2021
24.0,J Abram,25.0,S,14,14,205.0,72.0,10/25/1996,2,5.0,RAI,2021
23.0,K Drake,27.0,RB,12,2,211.0,73.0,1/26/1994,5,4.0,RAI,2021
71.0,D ,30.0,T,1,1,340.0,77.0,3/8/1991,6,0.0,RAI,2021
45.0,A Ingold,25.0,FB,9,3,240.0,73.0,7/9/1996,2,1.0,RAI,2021
44.0,N Kwiatkoski,28.0,LB,8,0,242.0,74.0,5/26/1993,5,1.0,RAI,2021
27.0,T Mullen,24.0,DB,5,5,200.0,74.0,9/20/1997,2,2.0,RAI,2021
96.0,D Philon,27.0,DT,11,2,286.0,73.0,1/22/1994,6,2.0,RAI,2021
24.0,N Adderley,24.0,S,15,15,206.0,72.0,5/31/1997,2,4.0,SDG,2021
13.0,K Allen,29.0,WR,16,16,211.0,74.0,4/27/1992,8,11.0,SDG,2021
82.0,S Anderson,28.0,TE,17,4,230.0,75.0,1/30/1993,5,2.0,SDG,2021
83.0,M Bandy,24.0,WR,1,0,190.0,70.0,12/5/1997,0,0.0,SDG,2021
97.0,J Bosa,26.0,DE,16,16,280.0,77.0,7/11/1995,5,9.0,SDG,2021
90.0,A Brown,26.0,DE,2,0,290.0,75.0,12/30/1995,3,0.0,SDG,2021
50.0,C Christiansen,24.0,LB,3,0,225.0,74.0,7/30/1997,1,0.0,SDG,2021
87.0,J Cook,34.0,TE,16,10,246.0,77.0,4/7/1987,12,5.0,SDG,2021
95.0,C Covington,28.0,DT,16,3,289.0,74.0,10/16/1993,6,2.0,SDG,2021
4.0,C Daniel,35.0,QB,1,0,218.0,72.0,10/7/1986,12,0.0,SDG,2021
46.0,B DeLuca,23.0,DB,3,0,202.0,73.0,4/9/1998,0,0.0,SDG,2021
51.0,E Egbule,25.0,LB,3,0,245.0,74.0,10/13/1996,2,0.0,SDG,2021
30.0,A Ekeler,26.0,RB,16,16,200.0,70.0,5/17/1995,4,12.0,SDG,2021
52.0,K Fackrell,30.0,LB,13,1,245.0,77.0,11/25/1991,5,1.0,SDG,2021
96.0,B Fehoko,25.0,DT,8,1,295.0,74.0,10/15/1996,1,1.0,SDG,2021
71.0,M Feiler,29.0,T,16,16,330.0,78.0,7/7/1992,7,7.0,SDG,2021
80.0,M Ffrench,23.0,WR,3,0,200.0,71.0,1/1/1998,0,0.0,SDG,2021
32.0,A Gilman,24.0,S,11,3,201.0,70.0,9/17/1997,1,1.0,SDG,2021
15.0,J Guyton,24.0,WR,16,2,212.0,73.0,6/7/1997,2,4.0,SDG,2021
37.0,K Hall,24.0,DB,16,0,190.0,71.0,6/2/1997,0,1.0,SDG,2021
25.0,C Harris,32.0,DB,14,11,199.0,70.0,6/18/1989,10,3.0,SDG,2021
28.0,D Harris,26.0,DB,5,1,200.0,71.0,1/21/1995,3,0.0,SDG,2021
10.0,J Herbert,23.0,QB,17,17,237.0,78.0,3/10/1998,1,18.0,SDG,2021
6.0,D Hopkins,31.0,PK,11,0,205.0,74.0,10/1/1990,8,3.0,SDG,2021
22.0,J Jackson,25.0,RB,14,2,200.0,72.0,4/22/1996,3,4.0,SDG,2021
64.0,B Jaimes,22.0,OL,11,0,298.0,77.0,5/28/1999,0,1.0,SDG,2021
33.0,D James,25.0,S,15,15,215.0,74.0,8/3/1996,3,5.0,SDG,2021
93.0,J Jones,25.0,DT,11,11,309.0,75.0,8/28/1996,3,5.0,SDG,2021
98.0,L Joseph,33.0,DT,14,12,329.0,76.0,10/10/1988,11,4.0,SDG,2021
68.0,S Kelemete,31.0,T,9,2,301.0,75.0,5/10/1990,9,1.0,SDG,2021
27.0,J Kelley,24.0,RB,10,0,212.0,71.0,11/20/1997,1,1.0,SDG,2021
63.0,C Linsley,30.0,GC,16,16,301.0,75.0,7/27/1991,7,12.0,SDG,2021
1.0,T Long,28.0,PK,17,0,205.0,74.0,4/6/1993,2,1.0,SDG,2021
36.0,T Marshall,25.0,S,14,1,207.0,72.0,2/13/1996,3,1.0,SDG,2021
88.0,T McKitty,22.0,TE,11,4,246.0,76.0,1/12/1999,0,0.0,SDG,2021
91.0,F Merrill,25.0,DL,4,0,338.0,73.0,8/15/1996,0,0.0,SDG,2021
11.0,J Moore,26.0,WR,2,1,215.0,75.0,6/23/1995,2,1.0,SDG,2021
9.0,K Murray,23.0,LB,11,6,241.0,74.0,11/16/1998,1,2.0,SDG,2021
40.0,G Nabers,24.0,RB,10,1,235.0,75.0,11/5/1997,1,0.0,SDG,2021
31.0,N Niemann,24.0,LB,17,0,244.0,75.0,12/2/1997,0,1.0,SDG,2021
74.0,S Norton,27.0,T,17,15,317.0,79.0,5/16/1994,3,8.0,SDG,2021
42.0,U Nwosu,25.0,LB,17,15,251.0,74.0,12/28/1996,3,6.0,SDG,2021
57.0,A Ogbongbemiga,23.0,LB,15,2,231.0,72.0,9/4/1998,0,2.0,SDG,2021
54.0,M Overton,36.0,LS,17,0,254.0,73.0,7/6/1985,9,1.0,SDG,2021
5.0,J Palmer,23.0,WR,17,5,210.0,73.0,9/22/1998,0,3.0,SDG,2021
79.0,T Pipkins,25.0,T,12,2,307.0,78.0,9/5/1996,2,2.0,SDG,2021
61.0,S Quessenberry,26.0,GC,16,1,310.0,75.0,3/23/1995,3,2.0,SDG,2021
7.0,A Roberts,33.0,WR,10,0,195.0,71.0,1/9/1988,11,1.0,SDG,2021
35.0,L Rountree,22.0,RB,12,0,211.0,70.0,2/13/1999,0,1.0,SDG,2021
