Name,Date_Injured,Date_Recovered,Team,Year,Injury_Category,Age,Pos,Wt,Ht,BirthDate,Days_Missed
V Curry,2020-09-15,2020-10-17,PHI,2020,Hamstring,11765.0,DE,279.0,75.0,1988-06-30,32.0
C Davis,2020-10-07,2020-10-19,OTI,2020,Covid/Illness,9401.0,WR,209.0,75.0,1995-01-11,12.0
M Mariota,2020-09-07,2020-10-20,RAI,2020,Pectoral/Chest,9809.0,QB,222.0,76.0,1993-10-30,43.0
M Pruitt,2020-10-08,2020-10-20,OTI,2020,Covid/Illness,10425.0,TE,245.0,74.0,1992-03-24,12.0
B Borders,2020-10-08,2020-10-20,OTI,2020,Quadricep/Thigh,9210.0,DB,189.0,72.0,1995-07-22,12.0
T Williams,2020-10-03,2020-10-20,PHI,2020,Rib/Lung,9880.0,DB,191.0,71.0,1993-09-15,17.0
D Foster,2020-09-21,2020-10-20,CRD,2020,Quadricep/Thigh,9800.0,RB,205.0,72.0,1993-11-22,29.0
S Mason,2020-10-17,2020-10-21,NWE,2020,Covid/Illness,9912.0,GC,310.0,73.0,1993-08-28,4.0
B Cowart,2020-10-12,2020-10-21,NWE,2020,Covid/Illness,8911.0,DL,300.0,75.0,1996-05-20,9.0
D Rivers,2020-10-17,2020-10-21,NWE,2020,Covid/Illness,9658.0,DE,250.0,77.0,1994-05-09,4.0
M Pryor,2020-10-16,2020-10-21,PHI,2020,Covid/Illness,9436.0,T,332.0,79.0,1994-12-16,5.0
T Quinn,2020-10-17,2020-10-22,JAX,2020,Quadricep/Thigh,9081.0,WR,200.0,72.0,1995-12-07,5.0
B Ellefson,2020-10-17,2020-10-22,JAX,2020,Quadricep/Thigh,8812.0,TE,250.0,75.0,1996-09-01,5.0
T Godwin,2020-10-17,2020-10-22,JAX,2020,Quadricep/Thigh,8760.0,WR,185.0,71.0,1996-10-23,5.0
N Cottrell,2020-10-17,2020-10-22,JAX,2020,Quadricep/Thigh,8842.0,RB,193.0,71.0,1996-08-02,5.0
S Shepard,2020-09-23,2020-10-22,NYG,2020,Toe,10087.0,WR,201.0,70.0,1993-02-10,29.0
J Nurse,2020-10-17,2020-10-22,JAX,2020,Quadricep/Thigh,8858.0,DB,200.0,75.0,1996-07-17,5.0
J Lambo,2020-09-23,2020-10-22,JAX,2020,Hip,10901.0,PK,215.0,72.0,1990-11-19,29.0
J Giles-Harris,2020-10-17,2020-10-22,JAX,2020,Quadricep/Thigh,8600.0,LB,234.0,74.0,1997-04-01,5.0
D Middleton,2020-10-17,2020-10-22,JAX,2020,Quadricep/Thigh,9884.0,S,210.0,72.0,1993-09-25,5.0
B Williams,2020-10-17,2020-10-22,NYG,2020,Covid/Illness,10265.0,DB,200.0,72.0,1992-09-09,5.0
J Slye,2020-10-21,2020-10-23,CAR,2020,Covid/Illness,8960.0,PK,213.0,71.0,1996-04-10,2.0
T Scott,2020-10-21,2020-10-23,CAR,2020,Covid/Illness,9766.0,T,320.0,77.0,1994-01-25,2.0
C Erving,2020-09-15,2020-10-24,DAL,2020,MCL,10250.0,T,315.0,77.0,1992-08-23,39.0
D Ozigbo,2020-09-10,2020-10-24,JAX,2020,Hamstring,8744.0,RB,225.0,72.0,1996-10-02,44.0
D Mims,2020-09-15,2020-10-24,NYJ,2020,Hamstring,8376.0,WR,207.0,75.0,1997-10-10,39.0
M Ford,2020-09-06,2020-10-24,DET,2020,Ankle,9165.0,DB,194.0,72.0,1995-08-04,48.0
D Andrews,2020-09-26,2020-10-24,NWE,2020,Hand,10305.0,GC,300.0,75.0,1992-07-10,28.0
D Good,2020-10-22,2020-10-24,RAI,2020,Covid/Illness,10821.0,T,340.0,77.0,1991-03-08,2.0
G Jackson,2020-10-22,2020-10-24,RAI,2020,Covid/Illness,10695.0,OG,335.0,75.0,1991-07-12,2.0
K Miller,2020-10-22,2020-10-24,RAI,2020,Covid/Illness,9145.0,T,325.0,80.0,1995-10-09,2.0
R Hudson,2020-10-22,2020-10-24,RAI,2020,Covid/Illness,11425.0,OL,315.0,74.0,1989-07-12,2.0
D Cruikshank,2020-09-06,2020-10-24,OTI,2020,Not Specified,9264.0,DB,209.0,73.0,1995-04-27,48.0
K Martin,2020-09-07,2020-10-24,GNB,2020,Knee,8118.0,LB,240.0,75.0,1998-06-17,47.0
M Daniels,2020-10-03,2020-10-24,CIN,2020,Not Specified,11474.0,DT,310.0,72.0,1989-05-05,21.0
M Ingram,2020-09-26,2020-10-24,SDG,2020,Knee,11476.0,DE,247.0,74.0,1989-04-26,28.0
J Jones,2020-09-26,2020-10-24,SDG,2020,Shoulder,8795.0,DT,309.0,75.0,1996-08-28,28.0
K Saunders,2020-09-19,2020-10-24,KAN,2020,Not Specified,8807.0,DT,324.0,72.0,1996-08-09,35.0
D Walker,2020-09-23,2020-10-24,DEN,2020,Calf,9490.0,DE,280.0,76.0,1994-09-30,31.0
A Bouye,2020-09-16,2020-10-24,DEN,2020,Shoulder,10624.0,DB,191.0,72.0,1991-08-16,38.0
D Jones,2020-09-21,2020-10-24,DEN,2020,Knee,8660.0,DL,281.0,75.0,1997-01-05,33.0
M Davidson,2020-10-13,2020-10-26,ATL,2020,Covid/Illness,8191.0,DL,303.0,75.0,1998-05-11,13.0
J Abram,2020-10-22,2020-10-26,RAI,2020,Covid/Illness,8763.0,S,205.0,72.0,1996-10-25,4.0
J Feliciano,2020-09-06,2020-10-27,BUF,2020,Pectoral/Chest,10436.0,OG,325.0,76.0,1992-02-10,51.0
I Coulter,2020-09-07,2020-10-28,HTX,2020,Neck,8025.0,WR,198.0,74.0,1998-09-18,51.0
K Crawley,2020-10-23,2020-10-28,NOR,2020,Covid/Illness,10119.0,DB,180.0,73.0,1993-02-08,5.0
L Cager,2020-10-07,2020-10-28,NYJ,2020,Hamstring,8449.0,WR,220.0,77.0,1997-08-20,21.0
J Zuniga,2020-09-07,2020-10-28,NYJ,2020,Quadricep/Thigh,8425.0,DL,264.0,75.0,1997-08-14,51.0
J Ferentz,2020-10-16,2020-10-28,NWE,2020,Covid/Illness,11456.0,GC,300.0,74.0,1989-06-05,12.0
A Rosas,2020-10-09,2020-10-29,JAX,2020,Quadricep/Thigh,9415.0,PK,230.0,75.0,1994-12-30,20.0
C Thompson,2020-10-24,2020-10-30,JAX,2020,Covid/Illness,10962.0,RB,195.0,68.0,1990-10-20,6.0
T Brown,2020-10-21,2020-10-30,RAI,2020,Covid/Illness,10053.0,T,380.0,80.0,1993-04-13,9.0
J Cominsky,2020-10-17,2020-10-30,ATL,2020,Covid/Illness,9096.0,DE,285.0,77.0,1995-11-22,13.0
D Arnette,2020-10-19,2020-10-30,RAI,2020,Covid/Illness,8813.0,DB,195.0,72.0,1996-09-02,11.0
L Smith,2020-10-24,2020-10-30,BUF,2020,Covid/Illness,12026.0,TE,265.0,78.0,1987-11-21,6.0
T Edwards,2020-10-08,2020-10-31,PHI,2020,Hamstring,8823.0,LB,242.0,73.0,1996-08-12,23.0
A Maulet,2020-09-22,2020-10-31,NYJ,2020,Groin,9933.0,DB,190.0,70.0,1993-07-13,39.0
J Coleman,2020-09-15,2020-10-31,DET,2020,Hamstring,10034.0,DB,190.0,71.0,1993-03-27,46.0
C Davis,2020-10-05,2020-10-31,NWE,2020,Rib/Lung,10444.0,DT,320.0,77.0,1992-03-02,26.0
C Davis,2020-10-05,2020-10-31,NWE,2020,Rib/Lung,11444.0,S,203.0,74.0,1989-06-06,26.0
A Robinson,2020-09-05,2020-10-31,RAM,2020,Foot,9300.0,DT,330.0,76.0,1995-03-21,56.0
S Michel,2020-10-17,2020-10-31,NWE,2020,Covid/Illness,9374.0,RB,215.0,71.0,1995-02-17,14.0
C Parkinson,2020-09-05,2020-10-31,SEA,2020,Foot,7911.0,TE,251.0,79.0,1999-01-08,56.0
D Reed,2020-09-05,2020-10-31,SEA,2020,Pectoral/Chest,8699.0,DB,193.0,69.0,1996-11-11,56.0
C Dantzler,2020-10-28,2020-10-31,MIN,2020,Covid/Illness,8091.0,DB,190.0,74.0,1998-09-03,3.0
J Uche,2020-09-26,2020-10-31,NWE,2020,Foot,8044.0,LB,245.0,75.0,1998-09-18,35.0
J Peters,2020-10-03,2020-10-31,PHI,2020,Foot,14134.0,T,328.0,76.0,1982-01-22,28.0
T Dye,2020-09-24,2020-10-31,MIN,2020,Foot,8772.0,LB,225.0,75.0,1996-09-18,37.0
D Goedert,2020-09-29,2020-10-31,PHI,2020,Ankle,9401.0,TE,256.0,77.0,1995-01-03,32.0
J Reagor,2020-09-30,2020-10-31,PHI,2020,Thumb,7942.0,WR,197.0,71.0,1999-01-02,31.0
K Williams,2020-10-10,2020-10-31,SFO,2020,Knee,10683.0,DB,185.0,69.0,1991-07-12,21.0
T Coleman,2020-09-26,2020-10-31,SFO,2020,Knee,10025.0,RB,210.0,73.0,1993-04-16,35.0
L Wallace,2020-10-07,2020-10-31,BUF,2020,Ankle,9249.0,DB,179.0,72.0,1995-06-12,24.0
K Hodge,2020-10-06,2020-10-31,CLE,2020,Hamstring,9408.0,WR,183.0,71.0,1995-01-03,25.0
A Auclair,2020-09-18,2020-10-31,TAM,2020,Calf,9975.0,TE,256.0,78.0,1993-05-28,43.0
T Pipkins,2020-10-30,2020-10-31,SDG,2020,Covid/Illness,8821.0,T,307.0,78.0,1996-09-05,1.0
M Danna,2020-10-10,2020-10-31,KAN,2020,Not Specified,8346.0,DE,255.0,74.0,1997-12-04,21.0
J Looney,2020-10-10,2020-10-31,DAL,2020,Knee,10998.0,GC,315.0,75.0,1990-08-31,21.0
S Lee,2020-09-07,2020-10-31,DAL,2020,Groin,12466.0,LB,245.0,74.0,1986-07-22,54.0
A Calitro,2020-09-28,2020-10-31,DEN,2020,Hamstring,9758.0,LB,240.0,72.0,1994-01-10,33.0
R Douglas,2020-10-23,2020-11-02,CAR,2020,Covid/Illness,9552.0,DB,209.0,74.0,1994-08-29,10.0
N Becker,2020-10-24,2020-11-02,BUF,2020,Quadricep/Thigh,8980.0,TE,264.0,77.0,1996-03-24,9.0
J Taylor,2020-09-05,2020-11-03,SFO,2020,Knee,10934.0,DB,192.0,71.0,1990-09-29,59.0
M Schofield,2020-10-19,2020-11-04,CAR,2020,Covid/Illness,10931.0,T,301.0,78.0,1990-11-15,16.0
S Wisniewski,2020-09-18,2020-11-04,PIT,2020,Pectoral/Chest,11503.0,GC,305.0,75.0,1989-03-22,47.0
T Larsen,2020-10-16,2020-11-04,CAR,2020,Covid/Illness,10693.0,GC,335.0,76.0,1991-07-08,19.0
K McDermott,2020-10-17,2020-11-04,JAX,2020,Quadricep/Thigh,8948.0,OL,311.0,77.0,1996-04-18,18.0
A Sherman,2020-10-13,2020-11-04,KAN,2020,Covid/Illness,11629.0,RB,242.0,70.0,1988-12-11,22.0
E Sanders,2020-10-23,2020-11-04,NOR,2020,Covid/Illness,12274.0,WR,180.0,71.0,1987-03-17,12.0
J Thompson,2020-09-17,2020-11-04,CRD,2020,Ankle,8097.0,S,190.0,71.0,1998-07-18,48.0
M Judon,2020-11-03,2020-11-05,RAV,2020,Covid/Illness,10307.0,DE,275.0,75.0,1992-08-15,2.0
D Knox,2020-10-24,2020-11-05,BUF,2020,Covid/Illness,8745.0,TE,254.0,76.0,1996-11-14,12.0
J Reed,2020-10-03,2020-11-05,SFO,2020,Knee,11050.0,TE,242.0,74.0,1990-07-03,33.0
T Montgomery,2020-09-26,2020-11-06,NOR,2020,Hamstring,10109.0,RB,216.0,72.0,1993-01-22,41.0
C Jones,2020-11-05,2020-11-06,KAN,2020,Covid/Illness,9622.0,DT,298.0,78.0,1994-07-03,1.0
G Ifedi,2020-11-03,2020-11-06,CHI,2020,Covid/Illness,9651.0,T,344.0,77.0,1994-06-02,3.0
T Williams,2020-11-04,2020-11-06,SFO,2020,Covid/Illness,11796.0,T,320.0,77.0,1988-07-19,2.0
K Bourne,2020-11-04,2020-11-06,SFO,2020,Covid/Illness,9224.0,WR,203.0,73.0,1995-08-04,2.0
D Samuel,2020-11-04,2020-11-06,SFO,2020,Covid/Illness,9060.0,WR,215.0,72.0,1996-01-15,2.0
B Aiyuk,2020-11-04,2020-11-06,SFO,2020,Covid/Illness,8268.0,WR,200.0,72.0,1998-03-17,2.0
Y Gross-Matos,2020-10-16,2020-11-07,CAR,2020,Ankle,8268.0,DL,265.0,77.0,1998-02-26,22.0
D Ross,2020-10-02,2020-11-07,RAI,2020,Foot,10063.0,DT,305.0,75.0,1993-03-15,36.0
D Elliott,2020-11-03,2020-11-07,RAV,2020,Covid/Illness,8597.0,S,210.0,73.0,1997-04-21,4.0
L Fort,2020-11-03,2020-11-07,RAV,2020,Covid/Illness,11262.0,LB,232.0,72.0,1990-01-03,4.0
M Harrison,2020-11-03,2020-11-07,RAV,2020,Covid/Illness,8279.0,LB,247.0,75.0,1998-03-05,4.0
P Queen,2020-11-03,2020-11-07,RAV,2020,Covid/Illness,7753.0,LB,232.0,72.0,1999-08-13,4.0
R Green,2020-09-25,2020-11-07,SEA,2020,Neck,8534.0,DT,279.0,76.0,1997-05-15,43.0
C McCaffrey,2020-09-23,2020-11-07,CAR,2020,Ankle,8874.0,RB,205.0,71.0,1996-06-07,45.0
S Sims,2020-10-09,2020-11-07,WAS,2020,Toe,8593.0,WR,176.0,70.0,1997-03-31,29.0
T Bonds,2020-11-03,2020-11-07,RAV,2020,Quadricep/Thigh,8870.0,DB,182.0,68.0,1996-07-22,4.0
T Bowser,2020-11-03,2020-11-07,RAV,2020,Covid/Illness,9296.0,LB,242.0,75.0,1995-05-23,4.0
M Stafford,2020-11-04,2020-11-07,DET,2020,Covid/Illness,11959.0,QB,220.0,75.0,1988-02-07,3.0
A Bryant,2020-09-05,2020-11-07,DET,2020,Not Specified,8698.0,DE,260.0,77.0,1996-11-12,63.0
D Phillips,2020-10-12,2020-11-07,BUF,2020,Quadricep/Thigh,8769.0,LB,230.0,74.0,1996-10-09,26.0
W Gholston,2020-11-04,2020-11-07,TAM,2020,Covid/Illness,10689.0,DE,281.0,78.0,1991-07-31,3.0
M Williams,2020-11-02,2020-11-07,CRD,2020,Covid/Illness,9701.0,TE,252.0,76.0,1994-04-12,5.0
M Adams,2020-09-26,2020-11-07,CLT,2020,Ankle,9055.0,LB,229.0,72.0,1995-12-12,42.0
B Williams,2020-10-17,2020-11-07,NYG,2020,Covid/Illness,10265.0,DB,200.0,72.0,1992-09-09,21.0
A Jackson,2020-10-09,2020-11-07,MIA,2020,Foot,7730.0,OL,325.0,77.0,1999-08-11,29.0
D Dennard,2020-09-29,2020-11-07,ATL,2020,Hamstring,10582.0,DB,205.0,71.0,1991-10-10,39.0
J Davis,2020-11-03,2020-11-09,DET,2020,Covid/Illness,9484.0,LB,245.0,73.0,1994-11-16,6.0
K Martin,2020-11-03,2020-11-09,GNB,2020,Covid/Illness,8175.0,LB,240.0,75.0,1998-06-17,6.0
J Williams,2020-11-03,2020-11-09,GNB,2020,Covid/Illness,9346.0,RB,224.0,72.0,1995-04-03,6.0
B Hall,2020-09-05,2020-11-09,NYJ,2020,Foot,8518.0,DB,202.0,73.0,1997-05-11,65.0
J Spriggs,2020-11-03,2020-11-09,CHI,2020,Covid/Illness,9667.0,T,301.0,78.0,1994-05-17,6.0
D Cole,2020-11-05,2020-11-10,HTX,2020,Covid/Illness,9667.0,LB,237.0,72.0,1994-05-19,5.0
M Scharping,2020-10-28,2020-11-10,HTX,2020,Covid/Illness,8845.0,T,327.0,78.0,1996-08-10,13.0
W Mercilus,2020-11-05,2020-11-10,HTX,2020,Covid/Illness,11065.0,DE,258.0,76.0,1990-07-21,5.0
T Davis,2020-10-30,2020-11-10,MIN,2020,Covid/Illness,10393.0,LB,230.0,73.0,1992-05-17,11.0
R Bonnafon,2020-10-06,2020-11-10,CAR,2020,Quadricep/Thigh,9042.0,RB,215.0,72.0,1996-01-04,35.0
W Hernandez,2020-10-29,2020-11-10,NYG,2020,Covid/Illness,9189.0,OG,327.0,74.0,1995-09-02,12.0
C Awuzie,2020-09-26,2020-11-10,DAL,2020,Hamstring,9257.0,DB,202.0,72.0,1995-05-24,45.0
M Rankin,2020-09-05,2020-11-10,KAN,2020,Knee,9452.0,T,311.0,77.0,1994-10-20,66.0
A Jackson,2020-09-14,2020-11-11,OTI,2020,Knee,9128.0,DB,185.0,71.0,1995-09-18,58.0
M Humphrey,2020-11-02,2020-11-11,RAV,2020,Covid/Illness,8883.0,DB,197.0,72.0,1996-07-08,9.0
D Kennard,2020-11-02,2020-11-11,CRD,2020,Covid/Illness,10724.0,LB,256.0,75.0,1991-06-24,9.0
J Evans,2020-11-07,2020-11-11,CIN,2020,Covid/Illness,9416.0,LB,242.0,75.0,1995-01-27,4.0
B Murphy,2020-11-02,2020-11-11,CRD,2020,Covid/Illness,8324.0,DB,190.0,71.0,1998-01-18,9.0
G Glasgow,2020-10-30,2020-11-11,DEN,2020,Covid/Illness,10330.0,OG,310.0,78.0,1992-07-19,12.0
B Mayfield,2020-11-08,2020-11-11,CLE,2020,Covid/Illness,9340.0,QB,215.0,73.0,1995-04-14,3.0
M Alexander,2020-11-07,2020-11-11,CIN,2020,Covid/Illness,9857.0,DB,192.0,70.0,1993-11-12,4.0
D Bush,2020-11-08,2020-11-12,CHI,2020,Covid/Illness,9948.0,S,187.0,72.0,1993-08-14,4.0
P Elflein,2020-09-17,2020-11-13,MIN,2020,Thumb,9570.0,GC,303.0,75.0,1994-07-06,57.0
C Hansen,2020-10-03,2020-11-13,NOR,2020,Hip,9998.0,LB,222.0,75.0,1993-05-20,41.0
K Bourne,2020-11-09,2020-11-13,SFO,2020,Covid/Illness,9229.0,WR,203.0,73.0,1995-08-04,4.0
J Burris,2020-10-20,2020-11-14,CAR,2020,Rib/Lung,9939.0,DB,210.0,72.0,1993-08-04,25.0
J Eluemunor,2020-10-21,2020-11-14,NWE,2020,Ankle,9444.0,OG,245.0,76.0,1994-12-13,24.0
D Arnette,2020-10-19,2020-11-14,RAI,2020,Covid/Illness,8813.0,DB,195.0,72.0,1996-09-02,26.0
J Fuller,2020-10-13,2020-11-14,RAM,2020,Shoulder,8259.0,S,203.0,74.0,1998-03-04,32.0
A Cutting,2020-11-10,2020-11-14,MIN,2020,Covid/Illness,8780.0,LS,245.0,75.0,1996-10-27,4.0
A Moore,2020-09-28,2020-11-14,HTX,2020,Hamstring,9054.0,DB,202.0,71.0,1995-12-15,47.0
V Williams,2020-11-10,2020-11-14,PIT,2020,Covid/Illness,11276.0,LB,233.0,73.0,1989-12-27,4.0
J Hawkins,2020-11-10,2020-11-14,PIT,2020,Covid/Illness,9887.0,T,305.0,78.0,1993-10-16,4.0
J Samuels,2020-11-10,2020-11-14,PIT,2020,Covid/Illness,8879.0,RB,225.0,72.0,1996-07-20,4.0
B Roethlisberger,2020-11-10,2020-11-14,PIT,2020,Covid/Illness,14133.0,QB,240.0,77.0,1982-03-02,4.0
N Thorpe,2020-10-07,2020-11-14,SEA,2020,Groin,11206.0,DB,210.0,74.0,1990-02-01,38.0
C Kirksey,2020-10-03,2020-11-14,GNB,2020,Pectoral/Chest,10260.0,LB,235.0,74.0,1992-08-31,42.0
J Noteboom,2020-09-24,2020-11-14,RAM,2020,Calf,9229.0,T,321.0,77.0,1995-06-19,51.0
S Hubbard,2020-10-15,2020-11-14,CIN,2020,Not Specified,9240.0,DE,265.0,77.0,1995-06-29,30.0
N Chubb,2020-10-05,2020-11-14,CLE,2020,MCL,9049.0,RB,227.0,71.0,1995-12-27,40.0
A Wingard,2020-10-12,2020-11-14,JAX,2020,Not Specified,8712.0,S,209.0,72.0,1996-12-05,33.0
J Sweezy,2020-10-17,2020-11-14,CRD,2020,Not Specified,11515.0,GC,310.0,77.0,1989-04-08,28.0
M Adams,2020-11-11,2020-11-16,CLT,2020,Covid/Illness,9101.0,LB,229.0,72.0,1995-12-12,5.0
A Dalton,2020-11-03,2020-11-16,DAL,2020,Covid/Illness,12059.0,QB,219.0,74.0,1987-10-29,13.0
B Allen,2020-11-11,2020-11-16,CIN,2020,Quadricep/Thigh,10294.0,QB,209.0,74.0,1992-09-05,5.0
C Whitehair,2020-11-06,2020-11-16,CHI,2020,Covid/Illness,10345.0,OG,316.0,75.0,1992-07-11,10.0
B Hoyett,2020-11-10,2020-11-17,KAN,2020,Quadricep/Thigh,9045.0,DT,302.0,74.0,1996-02-05,7.0
J Martin,2020-11-05,2020-11-17,HTX,2020,Covid/Illness,9096.0,LB,242.0,74.0,1995-12-11,12.0
K Turay,2020-09-05,2020-11-17,CLT,2020,Ankle,9188.0,LB,248.0,77.0,1995-07-11,73.0
A Lazard,2020-10-03,2020-11-17,GNB,2020,Not Specified,9063.0,WR,227.0,77.0,1995-12-11,45.0
S Perry,2020-09-23,2020-11-18,OTI,2020,Knee,10597.0,RB,210.0,72.0,1991-09-19,56.0
M Epps,2020-11-05,2020-11-18,PHI,2020,Covid/Illness,9049.0,S,198.0,72.0,1996-01-27,13.0
P Onwuasor,2020-09-07,2020-11-18,NYJ,2020,Knee,10243.0,LB,227.0,72.0,1992-08-22,72.0
R Robinson,2020-10-24,2020-11-18,DAL,2020,Quadricep/Thigh,9225.0,DB,177.0,74.0,1995-07-23,25.0
T Crawford,2020-11-11,2020-11-18,DAL,2020,Covid/Illness,11312.0,DE,290.0,76.0,1989-11-22,7.0
M Schwartz,2020-11-16,2020-11-19,KAN,2020,Covid/Illness,11484.0,T,320.0,77.0,1989-06-08,3.0
E Fisher,2020-11-16,2020-11-19,KAN,2020,Covid/Illness,10908.0,T,315.0,79.0,1991-01-05,3.0
L Wallace,2020-11-14,2020-11-19,BUF,2020,Covid/Illness,9287.0,DB,179.0,72.0,1995-06-12,5.0
D Marlowe,2020-11-14,2020-11-19,BUF,2020,Covid/Illness,10339.0,S,203.0,73.0,1992-07-25,5.0
T Kroft,2020-11-14,2020-11-19,BUF,2020,Covid/Illness,10257.0,TE,252.0,78.0,1992-10-15,5.0
C Grayson,2020-11-14,2020-11-19,TAM,2020,Quadricep/Thigh,9841.0,WR,183.0,69.0,1993-12-05,5.0
L Joyner,2020-11-17,2020-11-20,RAI,2020,Covid/Illness,10948.0,DB,185.0,68.0,1990-11-27,3.0
I Seumalo,2020-09-22,2020-11-20,PHI,2020,Knee,9825.0,OG,303.0,76.0,1993-10-29,59.0
M Hunt,2020-11-09,2020-11-20,CIN,2020,Covid/Illness,12172.0,DE,295.0,80.0,1987-07-14,11.0
F Johnson,2020-11-06,2020-11-20,CIN,2020,Covid/Illness,8555.0,GC,326.0,79.0,1997-06-05,14.0
J Casey,2020-11-07,2020-11-20,DEN,2020,Covid/Illness,11295.0,DL,305.0,73.0,1989-12-05,13.0
A Key,2020-11-18,2020-11-21,RAI,2020,Covid/Illness,8965.0,DE,240.0,77.0,1996-05-03,3.0
I Johnson,2020-11-18,2020-11-21,RAI,2020,Covid/Illness,9100.0,DB,210.0,74.0,1995-12-20,3.0
J Abram,2020-11-18,2020-11-21,RAI,2020,Covid/Illness,8790.0,S,205.0,72.0,1996-10-25,3.0
J Hankins,2020-11-18,2020-11-21,RAI,2020,Covid/Illness,10460.0,DT,340.0,75.0,1992-03-30,3.0
D Irving,2020-11-18,2020-11-21,RAI,2020,Quadricep/Thigh,9954.0,DE,290.0,79.0,1993-08-18,3.0
M Collins,2020-11-18,2020-11-21,RAI,2020,Covid/Illness,9356.0,DT,310.0,74.0,1995-04-08,3.0
C Wormley,2020-10-31,2020-11-21,PIT,2020,Knee,9868.0,DT,300.0,77.0,1993-10-25,21.0
C Ham,2020-11-19,2020-11-21,MIN,2020,Covid/Illness,9982.0,RB,250.0,71.0,1993-07-22,2.0
S Michel,2020-10-17,2020-11-21,NWE,2020,Covid/Illness,9374.0,RB,215.0,71.0,1995-02-17,35.0
K Vickers,2020-11-18,2020-11-21,RAI,2020,Covid/Illness,9311.0,DE,295.0,75.0,1995-05-23,3.0
F Luvu,2020-10-20,2020-11-21,NYJ,2020,Groin,8797.0,LB,235.0,75.0,1996-09-19,32.0
D Hayden,2020-10-07,2020-11-21,JAX,2020,Hamstring,11060.0,DB,190.0,71.0,1990-06-27,45.0
T Henderson,2020-11-18,2020-11-21,CIN,2020,Quadricep/Thigh,9227.0,S,205.0,72.0,1995-08-15,3.0
E Wilkinson,2020-09-29,2020-11-21,DEN,2020,Leg,9363.0,T,322.0,78.0,1995-02-10,53.0
C Parkey,2020-11-18,2020-11-21,CLE,2020,Covid/Illness,10500.0,PK,190.0,72.0,1992-02-19,3.0
J Conklin,2020-11-18,2020-11-21,CLE,2020,Covid/Illness,9590.0,T,308.0,78.0,1994-08-17,3.0
A Okafor,2020-10-24,2020-11-21,KAN,2020,Hamstring,10851.0,DE,261.0,76.0,1991-02-08,28.0
L Sneed,2020-09-30,2020-11-21,KAN,2020,Not Specified,8653.0,S,189.0,72.0,1997-01-21,52.0
M Hardman,2020-11-11,2020-11-21,KAN,2020,Covid/Illness,8280.0,WR,187.0,70.0,1998-03-12,10.0
B Knight,2020-10-24,2020-11-21,DAL,2020,Knee,8607.0,OL,314.0,77.0,1997-04-01,28.0
M Rankin,2020-11-16,2020-11-23,KAN,2020,Covid/Illness,9524.0,T,311.0,77.0,1994-10-20,7.0
K Warring,2020-09-15,2020-11-23,HTX,2020,Not Specified,8577.0,TE,252.0,77.0,1997-03-23,69.0
R Travis,2020-11-12,2020-11-23,NYJ,2020,Quadricep/Thigh,10169.0,TE,248.0,78.0,1993-01-09,11.0
C Kreiter,2020-11-18,2020-11-23,NYG,2020,Covid/Illness,11055.0,LS,250.0,73.0,1990-08-13,5.0
R Dixon,2020-11-18,2020-11-23,NYG,2020,Covid/Illness,9948.0,PK,221.0,76.0,1993-08-24,5.0
V McDonald,2020-11-09,2020-11-24,PIT,2020,Covid/Illness,11107.0,TE,267.0,76.0,1990-06-13,15.0
L Bellamy,2020-10-10,2020-11-24,DEN,2020,Knee,8717.0,RB,188.0,69.0,1996-11-28,45.0
J Norman,2020-11-14,2020-11-24,BUF,2020,Covid/Illness,12023.0,DB,200.0,72.0,1987-12-15,10.0
D Samia,2020-11-16,2020-11-25,MIN,2020,Covid/Illness,8487.0,OL,308.0,77.0,1997-08-22,9.0
B Facyson,2020-11-07,2020-11-25,SDG,2020,Covid/Illness,9557.0,DB,197.0,74.0,1994-09-08,18.0
C Littleton,2020-11-12,2020-11-25,RAI,2020,Covid/Illness,9856.0,LB,228.0,75.0,1993-11-18,13.0
D Fowler,2020-11-14,2020-11-25,ATL,2020,Covid/Illness,9600.0,LB,255.0,75.0,1994-08-03,11.0
C Wilkins,2020-11-12,2020-11-25,MIA,2020,Covid/Illness,9094.0,DL,310.0,76.0,1995-12-20,13.0
H Grasu,2020-11-19,2020-11-25,SFO,2020,Covid/Illness,10692.0,GC,301.0,75.0,1991-08-12,6.0
A Armstead,2020-11-16,2020-11-25,SFO,2020,Covid/Illness,9863.0,DE,290.0,79.0,1993-11-15,9.0
C Ferrell,2020-11-17,2020-11-26,RAI,2020,Covid/Illness,8585.0,DE,265.0,76.0,1997-05-17,9.0
J Davis,2020-11-23,2020-11-26,MIA,2020,Covid/Illness,10662.0,T,318.0,78.0,1991-09-15,3.0
C Hubbard,2020-11-13,2020-11-26,CLE,2020,Covid/Illness,10797.0,GC,295.0,76.0,1991-04-23,13.0
V Curry,2020-11-19,2020-11-27,PHI,2020,Covid/Illness,11830.0,DE,279.0,75.0,1988-06-30,8.0
E Jackson,2020-11-23,2020-11-27,CHI,2020,Covid/Illness,9845.0,S,206.0,72.0,1993-12-10,4.0
J Kinlaw,2020-11-18,2020-11-27,SFO,2020,Covid/Illness,8447.0,DL,319.0,77.0,1997-10-03,9.0
C Clement,2020-11-19,2020-11-27,PHI,2020,Covid/Illness,9514.0,RB,220.0,70.0,1994-11-02,8.0
