Team,Year,Injury_Category,Age,Pos,Wt,Ht,Month_Injured,Day_Of_Team_Year
JAX,2018.0,ACL,9616.0,T,315.0,79.0,9,199.0
NOR,2013.0,Knee,9508.0,DB,191.0,71.0,9,199.0
HTX,2012.0,Achilles,9729.0,DE,263.0,75.0,10,228.0
CHI,2009.0,Leg,11828.0,DE,260.0,76.0,12,299.0
ATL,2020.0,Hamstring,10582.0,DB,205.0,71.0,9,211.0
CIN,2019.0,Knee,8345.0,WR,228.0,77.0,12,282.0
SDG,2015.0,Foot,9400.0,DT,300.0,74.0,12,284.0
DEN,2015.0,Shoulder,8637.0,T,311.0,77.0,11,244.0
NYJ,2017.0,Neck,10133.0,DE,287.0,76.0,11,255.0
SFO,2017.0,Forearm,9603.0,S,195.0,71.0,11,243.0
NWE,2020.0,Quadricep/Thigh,11053.0,DB,202.0,73.0,12,296.0
NWE,2017.0,Ankle,10813.0,OL,335.0,78.0,12,285.0
CLE,2019.0,Shoulder,8669.0,LB,230.0,71.0,10,215.0
OTI,2016.0,Ankle,9223.0,DE,284.0,78.0,12,301.0
DEN,2019.0,Not Specified,10874.0,DT,285.0,77.0,12,275.0
OTI,2020.0,Knee,8094.0,DB,197.0,71.0,10,243.0
BUF,2020.0,Covid/Illness,9492.0,DB,206.0,72.0,7,150.0
JAX,2017.0,Ankle,9209.0,S,207.0,71.0,9,199.0
KAN,2016.0,Knee,10083.0,LB,270.0,75.0,8,181.0
DEN,2020.0,Hamstring,8874.0,DL,251.0,76.0,10,239.0
CIN,2019.0,Knee,10977.0,DB,190.0,74.0,11,257.0
BUF,2014.0,Arm,8162.0,S,200.0,73.0,10,239.0
RAV,2020.0,Covid/Illness,8852.0,WR,193.0,71.0,12,289.0
CIN,2014.0,Knee,8842.0,LB,255.0,73.0,12,281.0
RAI,2014.0,Not Specified,9669.0,DB,211.0,72.0,8,177.0
SFO,2020.0,Covid/Illness,10731.0,GC,301.0,75.0,12,301.0
MIA,2015.0,Shoulder,9204.0,S,205.0,72.0,8,162.0
GNB,2017.0,Foot,8808.0,LB,246.0,75.0,9,183.0
RAV,2020.0,Covid/Illness,9756.0,DB,185.0,69.0,11,271.0
CHI,2017.0,Shoulder,9210.0,WR,216.0,75.0,9,193.0
MIA,2010.0,Shoulder,12560.0,QB,230.0,75.0,11,257.0
RAV,2017.0,Not Specified,9674.0,WR,191.0,69.0,7,140.0
RAM,2014.0,Shoulder,9277.0,WR,215.0,75.0,10,240.0
BUF,2018.0,Leg,9653.0,OG,308.0,75.0,12,276.0
SEA,2013.0,Hip,9221.0,WR,200.0,71.0,8,176.0
MIN,2015.0,Toe,9003.0,DT,310.0,77.0,10,231.0
CRD,2016.0,Wrist,8775.0,TE,270.0,78.0,9,209.0
RAM,2013.0,Not Specified,8699.0,DB,211.0,73.0,7,141.0
NYG,2017.0,Knee,9100.0,LB,240.0,74.0,11,269.0
MIN,2015.0,Shoulder,9050.0,DB,219.0,72.0,12,280.0
NYJ,2020.0,Concussion,8419.0,DL,303.0,75.0,12,296.0
TAM,2014.0,Back,8112.0,TE,262.0,77.0,12,287.0
GNB,2014.0,Ankle,9564.0,LB,232.0,74.0,12,285.0
KAN,2020.0,Achilles,10990.0,T,315.0,79.0,2,340.0
SDG,2010.0,Hamstring,14101.0,GC,228.0,75.0,9,196.0
TAM,2014.0,Pectoral/Chest,8813.0,LB,223.0,71.0,12,280.0
OTI,2017.0,Knee,12040.0,WR,183.0,72.0,9,184.0
RAI,2012.0,Shoulder,11163.0,DB,210.0,73.0,9,197.0
DAL,2016.0,Back,9019.0,T,318.0,77.0,12,290.0
SFO,2020.0,Covid/Illness,9224.0,WR,203.0,73.0,11,247.0
SFO,2015.0,Knee,10250.0,RB,205.0,72.0,12,302.0
CAR,2012.0,Shoulder,9026.0,WR,213.0,70.0,11,249.0
DET,2020.0,Foot,10024.0,T,325.0,78.0,11,268.0
CLE,2017.0,Hand,8476.0,WR,185.0,71.0,9,200.0
CAR,2020.0,Covid/Illness,9766.0,T,320.0,77.0,10,233.0
PIT,2020.0,Covid/Illness,11306.0,LB,233.0,73.0,12,283.0
RAM,2016.0,Knee,8775.0,WR,205.0,70.0,12,296.0
BUF,2014.0,Not Specified,8516.0,LB,242.0,75.0,7,135.0
DEN,2018.0,Ankle,11152.0,WR,210.0,76.0,12,300.0
MIA,2018.0,Foot,9180.0,LB,246.0,75.0,10,228.0
HTX,2017.0,Hamstring,9602.0,WR,200.0,69.0,12,277.0
CLE,2019.0,Knee,9067.0,RB,202.0,71.0,12,296.0
CAR,2015.0,Leg,8869.0,DB,195.0,72.0,12,287.0
CLE,2020.0,Foot,9826.0,S,200.0,70.0,8,154.0
SEA,2017.0,Ankle,8579.0,RB,225.0,73.0,11,256.0
NYG,2017.0,Foot,8672.0,WR,220.0,75.0,12,283.0
CLE,2014.0,Hamstring,8053.0,QB,207.0,72.0,12,296.0
SEA,2016.0,Foot,8866.0,DE,260.0,76.0,12,293.0
CRD,2012.0,Ankle,9349.0,LB,238.0,74.0,11,249.0
OTI,2020.0,Groin,8724.0,DB,195.0,71.0,11,264.0
TAM,2009.0,Foot,10654.0,FB,233.0,75.0,10,231.0
CRD,2012.0,Rib/Lung,10337.0,QB,218.0,75.0,12,285.0
CIN,2010.0,Knee,9102.0,DB,193.0,73.0,11,257.0
MIA,2020.0,Knee,9750.0,LB,238.0,73.0,12,304.0
WAS,2020.0,Ankle,9019.0,QB,210.0,75.0,11,259.0
DET,2012.0,Concussion,8982.0,DB,190.0,72.0,11,260.0
JAX,2020.0,Hamstring,9714.0,S,209.0,73.0,9,196.0
DET,2017.0,Shoulder,9284.0,WR,190.0,72.0,12,291.0
NYG,2017.0,Toe,9756.0,T,342.0,77.0,11,269.0
CLE,2020.0,Covid/Illness,9577.0,WR,198.0,73.0,12,299.0
JAX,2020.0,Covid/Illness,8341.0,GC,336.0,76.0,7,147.0
SFO,2020.0,Covid/Illness,9337.0,DE,270.0,76.0,11,266.0
CHI,2020.0,Covid/Illness,9667.0,T,301.0,78.0,11,246.0
PHI,2019.0,Hip,13297.0,RB,190.0,66.0,11,257.0
PIT,2012.0,Not Specified,8910.0,DE,240.0,74.0,7,145.0
RAI,2011.0,Hamstring,8471.0,DB,190.0,71.0,11,259.0
HTX,2017.0,Ankle,11747.0,T,305.0,77.0,11,271.0
NYJ,2013.0,Pectoral/Chest,8360.0,LB,251.0,74.0,11,268.0
NOR,2016.0,ACL,9691.0,DB,225.0,74.0,10,225.0
KAN,2013.0,Foot,10535.0,WR,221.0,74.0,7,145.0
MIN,2018.0,Hamstring,8161.0,DB,195.0,70.0,9,183.0
DEN,2011.0,Knee,10173.0,FB,235.0,74.0,1,313.0
PIT,2016.0,Groin,8605.0,DE,269.0,76.0,9,186.0
SFO,2019.0,Knee,10334.0,DB,188.0,70.0,10,214.0
CLT,2010.0,Neck,9099.0,RB,191.0,70.0,10,216.0
MIN,2018.0,Groin,11402.0,DB,210.0,73.0,11,269.0
CRD,2019.0,Knee,10512.0,T,316.0,77.0,10,216.0
SDG,2012.0,Hamstring,10274.0,LB,240.0,73.0,12,278.0
CAR,2020.0,Covid/Illness,10693.0,GC,335.0,76.0,10,228.0
SEA,2014.0,Shoulder,8453.0,LB,231.0,72.0,11,270.0
SFO,2017.0,Neck,11411.0,WR,211.0,72.0,11,246.0
MIN,2020.0,ACL,11163.0,S,225.0,76.0,10,234.0
DEN,2010.0,Ankle,9450.0,TE,255.0,78.0,12,278.0
JAX,2020.0,Quadricep/Thigh,8812.0,TE,250.0,75.0,10,229.0
GNB,2018.0,Hamstring,9200.0,WR,188.0,73.0,9,192.0
CAR,2012.0,Not Specified,8632.0,DE,244.0,76.0,11,257.0
CIN,2014.0,Not Specified,10816.0,DB,195.0,71.0,7,140.0
RAI,2014.0,Back,8399.0,S,190.0,75.0,12,278.0
CLE,2018.0,Hamstring,8988.0,LB,230.0,72.0,10,228.0
TAM,2017.0,Knee,8992.0,GC,307.0,76.0,11,271.0
CRD,2019.0,Hamstring,9471.0,RB,205.0,72.0,10,239.0
HTX,2020.0,Forearm,9963.0,LB,263.0,76.0,11,252.0
TAM,2018.0,Toe,8515.0,OL,199.0,72.0,12,290.0
HTX,2018.0,Not Specified,9691.0,LB,230.0,74.0,10,234.0
NOR,2009.0,Knee,10571.0,DT,315.0,75.0,1,318.0
DET,2019.0,Rib/Lung,8499.0,DT,295.0,76.0,11,254.0
BUF,2016.0,Not Specified,9701.0,DT,331.0,75.0,10,215.0
SFO,2013.0,Foot,8764.0,DE,255.0,77.0,9,204.0
SFO,2013.0,Hand,8626.0,LB,245.0,73.0,9,192.0
DAL,2012.0,Hand,9433.0,DB,196.0,70.0,12,281.0
HTX,2017.0,Foot,8892.0,LB,263.0,76.0,12,276.0
BUF,2020.0,Hamstring,8157.0,LB,237.0,72.0,10,236.0
MIA,2020.0,Covid/Illness,10176.0,DB,194.0,73.0,8,157.0
SDG,2012.0,Groin,9747.0,T,350.0,81.0,11,266.0
BUF,2017.0,Foot,10315.0,T,345.0,78.0,12,287.0
NOR,2020.0,Covid/Illness,9845.0,QB,231.0,76.0,12,293.0
PIT,2010.0,Knee,9395.0,QB,195.0,75.0,10,213.0
MIA,2016.0,Hip,10004.0,GC,298.0,77.0,12,286.0
CAR,2018.0,Concussion,8724.0,GC,320.0,76.0,12,278.0
MIA,2016.0,Shoulder,10464.0,DB,215.0,73.0,10,231.0
WAS,2020.0,Toe,8593.0,WR,176.0,70.0,10,221.0
OTI,2020.0,Quadricep/Thigh,9497.0,PK,231.0,73.0,12,281.0
CLT,2011.0,Concussion,14178.0,QB,247.0,77.0,10,236.0
MIA,2018.0,Foot,9064.0,DT,311.0,75.0,10,241.0
SFO,2013.0,Not Specified,9073.0,RB,199.0,67.0,7,139.0
PIT,2017.0,Hamstring,8225.0,DB,188.0,71.0,9,185.0
MIA,2018.0,Knee,9962.0,LB,232.0,72.0,9,183.0
DEN,2013.0,Hip,11281.0,DT,328.0,77.0,11,269.0
TAM,2013.0,Shoulder,9065.0,RB,210.0,69.0,11,250.0
CAR,2020.0,Ankle,8444.0,OL,310.0,77.0,12,290.0
SFO,2019.0,Not Specified,10244.0,GC,290.0,76.0,7,145.0
WAS,2015.0,Concussion,8083.0,LB,243.0,72.0,9,203.0
JAX,2020.0,Hamstring,8502.0,WR,222.0,78.0,1,305.0
BUF,2012.0,ACL,9440.0,WR,217.0,77.0,9,193.0
RAI,2017.0,Foot,12658.0,T,315.0,76.0,12,294.0
JAX,2018.0,Groin,10102.0,T,306.0,78.0,10,223.0
CLT,2020.0,Covid/Illness,9666.0,RB,216.0,73.0,1,306.0
OTI,2020.0,Covid/Illness,9653.0,LB,241.0,75.0,9,212.0
CIN,2020.0,Not Specified,11474.0,DT,310.0,72.0,10,215.0
SEA,2014.0,Ankle,10563.0,TE,256.0,77.0,11,254.0
NWE,2013.0,Knee,11998.0,DE,310.0,78.0,11,244.0
NWE,2020.0,Covid/Illness,11456.0,GC,300.0,74.0,10,228.0
SFO,2020.0,Not Specified,8847.0,DT,287.0,74.0,7,148.0
MIA,2015.0,Rib/Lung,8118.0,RB,223.0,72.0,9,187.0
BUF,2015.0,Foot,10839.0,PK,216.0,74.0,7,149.0
DET,2009.0,Groin,11101.0,DB,178.0,70.0,11,245.0
SEA,2015.0,Neck,10769.0,WR,211.0,74.0,11,256.0
CRD,2015.0,Hand,9298.0,OG,300.0,75.0,12,280.0
CLE,2011.0,Back,10368.0,PK,203.0,76.0,9,194.0
MIA,2013.0,Groin,11133.0,DB,200.0,72.0,12,282.0
CHI,2014.0,Pectoral/Chest,10490.0,GC,315.0,77.0,11,250.0
WAS,2019.0,Hamstring,10106.0,WR,180.0,72.0,12,286.0
MIA,2020.0,Covid/Illness,9547.0,DE,270.0,75.0,8,157.0
WAS,2018.0,Concussion,8416.0,S,212.0,74.0,12,291.0
NWE,2020.0,Ankle,9105.0,OL,305.0,77.0,10,243.0
PHI,2020.0,Shoulder,8967.0,DB,195.0,70.0,11,259.0
WAS,2017.0,Foot,10283.0,LB,235.0,73.0,11,256.0
CHI,2016.0,Arm,11334.0,QB,216.0,74.0,10,236.0
SDG,2011.0,Neck,10241.0,T,336.0,79.0,11,272.0
CIN,2017.0,Shoulder,8045.0,WR,194.0,71.0,12,278.0
NYJ,2012.0,Knee,8871.0,TE,246.0,75.0,10,214.0
NYJ,2018.0,Knee,10872.0,S,203.0,72.0,9,182.0
SDG,2020.0,Calf,8568.0,LB,227.0,74.0,9,208.0
SFO,2016.0,Knee,9640.0,LB,247.0,75.0,11,272.0
MIN,2015.0,Ankle,9658.0,LB,246.0,76.0,11,252.0
CIN,2018.0,Foot,9528.0,TE,252.0,78.0,11,258.0
MIA,2017.0,Foot,12176.0,T,318.0,77.0,12,292.0
NYJ,2013.0,Knee,10582.0,LB,240.0,73.0,10,220.0
CAR,2020.0,Quadricep/Thigh,9035.0,S,200.0,71.0,9,191.0
CHI,2017.0,Groin,9519.0,PK,175.0,68.0,12,276.0
JAX,2011.0,Not Specified,9480.0,DB,196.0,72.0,9,184.0
CRD,2020.0,Not Specified,11515.0,GC,310.0,77.0,10,229.0
DET,2020.0,Leg,8334.0,DL,245.0,76.0,10,233.0
JAX,2018.0,ACL,8380.0,T,320.0,78.0,9,199.0
CHI,2015.0,Ankle,8028.0,DT,325.0,75.0,12,302.0
MIN,2014.0,Back,8252.0,RB,201.0,69.0,12,278.0
CLT,2013.0,Hip,8608.0,TE,260.0,76.0,9,200.0
CHI,2016.0,Fibula,8868.0,WR,216.0,75.0,10,217.0
CIN,2012.0,Knee,10468.0,RB,200.0,70.0,10,220.0
RAV,2020.0,Covid/Illness,8279.0,LB,247.0,75.0,11,246.0
CLE,2010.0,Back,12027.0,DE,310.0,77.0,10,231.0
CIN,2020.0,Quadricep/Thigh,10294.0,QB,209.0,74.0,11,254.0
CAR,2013.0,Foot,10286.0,GC,289.0,75.0,11,247.0
CLE,2020.0,Covid/Illness,9340.0,QB,215.0,73.0,11,251.0
NYJ,2016.0,Shoulder,9341.0,QB,226.0,75.0,12,299.0
WAS,2012.0,Achilles,8694.0,RB,216.0,72.0,9,208.0
DEN,2019.0,ACL,8499.0,DE,275.0,76.0,10,212.0
TAM,2015.0,Not Specified,10043.0,DB,204.0,72.0,12,302.0
WAS,2018.0,Pectoral/Chest,9506.0,LB,252.0,75.0,11,269.0
NOR,2019.0,Not Specified,8771.0,S,207.0,73.0,12,289.0
WAS,2009.0,Fibula,8384.0,GC,311.0,74.0,11,265.0
NYG,2014.0,Hip,9364.0,DB,188.0,70.0,8,176.0
CRD,2017.0,Arm,13818.0,QB,235.0,77.0,10,237.0
RAI,2014.0,Hip,8994.0,LB,245.0,73.0,12,288.0
NYG,2013.0,Shoulder,9035.0,FB,260.0,74.0,9,206.0
DAL,2018.0,Foot,9376.0,DE,255.0,77.0,7,145.0
JAX,2014.0,ACL,8364.0,DB,191.0,72.0,8,176.0
NOR,2016.0,Fibula,8192.0,DT,305.0,74.0,9,187.0
JAX,2014.0,Not Specified,10011.0,DB,201.0,73.0,9,205.0
NOR,2009.0,Foot,9806.0,DB,205.0,73.0,10,227.0
DAL,2015.0,ACL,9356.0,LB,240.0,75.0,9,182.0
SDG,2020.0,Knee,11476.0,DE,247.0,74.0,9,208.0
TAM,2014.0,Leg,10155.0,FB,277.0,71.0,11,266.0
CRD,2014.0,Toe,9070.0,DE,287.0,76.0,12,288.0
CAR,2012.0,Tricep,10967.0,LB,235.0,73.0,10,229.0
PIT,2020.0,Covid/Illness,9904.0,T,305.0,78.0,11,270.0
GNB,2013.0,Groin,12151.0,QB,205.0,71.0,11,254.0
BUF,2009.0,Hamstring,11338.0,DB,200.0,73.0,1,305.0
DEN,2014.0,Groin,8774.0,RB,214.0,71.0,12,285.0
DET,2020.0,Covid/Illness,8937.0,DB,205.0,74.0,7,149.0
CAR,2020.0,Finger,9736.0,LB,262.0,77.0,11,256.0
CLE,2013.0,Foot,9240.0,DL,320.0,75.0,7,144.0
HTX,2018.0,Achilles,11322.0,WR,225.0,75.0,12,296.0
SDG,2019.0,Foot,11285.0,T,310.0,77.0,8,181.0
CLE,2014.0,Knee,8912.0,DE,265.0,76.0,10,224.0
DEN,2010.0,Foot,9684.0,WR,185.0,71.0,10,229.0
SFO,2019.0,Forearm,9938.0,DE,260.0,76.0,11,269.0
SEA,2020.0,Covid/Illness,10558.0,T,324.0,77.0,1,305.0
PIT,2011.0,Neck,13029.0,DT,305.0,74.0,12,280.0
CHI,2009.0,Wrist,11435.0,LB,258.0,76.0,9,195.0
GNB,2017.0,Achilles,9224.0,DB,195.0,71.0,10,227.0
OTI,2014.0,Not Specified,8596.0,WR,203.0,76.0,12,273.0
KAN,2014.0,Achilles,11614.0,LB,242.0,75.0,9,190.0
DET,2019.0,Ankle,10865.0,WR,199.0,74.0,12,282.0
SDG,2018.0,Knee,8259.0,S,216.0,74.0,11,245.0
DET,2011.0,Ankle,10752.0,DB,207.0,70.0,10,224.0
CLE,2011.0,Pectoral/Chest,9051.0,DL,255.0,75.0,11,271.0
GNB,2014.0,Knee,8604.0,OG,307.0,76.0,9,184.0
ATL,2019.0,Foot,10663.0,S,211.0,73.0,10,219.0
PIT,2018.0,Hamstring,7661.0,DE,248.0,73.0,9,184.0
CAR,2014.0,Not Specified,8994.0,DB,180.0,71.0,8,176.0
GNB,2016.0,Quadricep/Thigh,9443.0,WR,195.0,73.0,10,236.0
NYJ,2020.0,Hamstring,8449.0,WR,220.0,77.0,10,219.0
DAL,2020.0,Rib/Lung,9775.0,DB,196.0,71.0,9,201.0
MIN,2019.0,Neck,8361.0,DB,186.0,70.0,1,306.0
NYG,2018.0,Shoulder,8110.0,WR,192.0,68.0,11,268.0
CHI,2018.0,Foot,9912.0,DB,188.0,69.0,12,284.0
BUF,2014.0,Calf,10067.0,WR,204.0,74.0,12,281.0
CRD,2017.0,Wrist,9959.0,LS,232.0,77.0,10,221.0
WAS,2019.0,Quadricep/Thigh,9843.0,LB,252.0,75.0,10,241.0
HTX,2010.0,Hamstring,8860.0,DB,208.0,74.0,12,273.0
NOR,2011.0,MCL,10355.0,LB,215.0,75.0,1,306.0
PHI,2020.0,Covid/Illness,9288.0,S,230.0,74.0,7,149.0
RAM,2014.0,Ankle,10759.0,DE,270.0,75.0,9,192.0
JAX,2012.0,Concussion,9619.0,DB,193.0,70.0,11,270.0
PHI,2020.0,Foot,14134.0,T,328.0,76.0,10,215.0
SFO,2018.0,Forearm,9703.0,RB,205.0,70.0,11,244.0
MIA,2012.0,Knee,9183.0,RB,225.0,72.0,12,292.0
WAS,2017.0,Not Specified,9885.0,TE,242.0,74.0,7,145.0
MIA,2016.0,Not Specified,8426.0,DB,203.0,73.0,7,149.0
NYJ,2019.0,Shoulder,10346.0,OG,320.0,76.0,11,254.0
MIN,2020.0,Covid/Illness,11051.0,WR,200.0,74.0,11,266.0
WAS,2013.0,Knee,9575.0,GC,254.0,73.0,10,226.0
CLE,2009.0,Knee,8787.0,DE,255.0,74.0,1,305.0
GNB,2013.0,Foot,8998.0,TE,245.0,75.0,12,293.0
DEN,2020.0,Not Specified,9333.0,TE,248.0,78.0,9,188.0
OTI,2010.0,Ankle,8852.0,DB,180.0,69.0,12,290.0
RAM,2020.0,Quadricep/Thigh,10042.0,LB,220.0,74.0,12,295.0
OTI,2014.0,Toe,10426.0,T,309.0,77.0,12,285.0
WAS,2019.0,Knee,10370.0,TE,254.0,76.0,10,226.0
GNB,2013.0,Neck,8618.0,S,213.0,75.0,8,176.0
CRD,2015.0,Pectoral/Chest,11345.0,LB,266.0,74.0,11,268.0
CIN,2020.0,Covid/Illness,9416.0,LB,242.0,75.0,11,250.0
NYJ,2016.0,Shoulder,10804.0,WR,214.0,75.0,10,224.0
HTX,2018.0,Ankle,11011.0,LB,237.0,76.0,12,296.0
NYG,2017.0,Ankle,10623.0,DB,190.0,70.0,11,271.0
NYG,2020.0,Covid/Illness,12276.0,PK,202.0,74.0,11,260.0
PIT,2012.0,Not Specified,12501.0,LB,242.0,72.0,7,145.0
DET,2020.0,Covid/Illness,9765.0,WR,213.0,76.0,7,149.0
SDG,2015.0,Foot,8944.0,DE,260.0,75.0,11,245.0
GNB,2020.0,Knee,8118.0,LB,240.0,75.0,9,189.0
CIN,2009.0,Forearm,8802.0,DT,312.0,76.0,1,307.0
DET,2016.0,Not Specified,9686.0,DE,265.0,76.0,11,268.0
DEN,2020.0,ACL,9113.0,WR,216.0,76.0,9,203.0
CLE,2015.0,Concussion,10880.0,WR,175.0,67.0,12,295.0
RAM,2019.0,Shoulder,10053.0,LB,237.0,73.0,11,254.0
DEN,2010.0,Knee,9284.0,LB,245.0,71.0,12,278.0
OTI,2018.0,Knee,8882.0,T,308.0,78.0,12,283.0
PIT,2020.0,Covid/Illness,8879.0,RB,225.0,72.0,11,253.0
CHI,2016.0,Ankle,8387.0,DT,325.0,75.0,12,296.0
WAS,2016.0,Quadricep/Thigh,11480.0,DB,208.0,70.0,12,301.0
MIN,2014.0,Pectoral/Chest,10534.0,T,343.0,80.0,11,266.0
JAX,2016.0,Ankle,9214.0,DB,191.0,72.0,12,296.0
MIA,2011.0,Bicep,9729.0,T,315.0,79.0,12,300.0
SDG,2015.0,Groin,11315.0,DB,195.0,71.0,12,300.0
DAL,2018.0,Hamstring,8276.0,WR,225.0,74.0,9,184.0
TAM,2019.0,Not Specified,8944.0,LB,238.0,74.0,10,241.0
SDG,2012.0,Hand,9307.0,WR,211.0,75.0,12,277.0
ATL,2016.0,Not Specified,8598.0,DB,203.0,73.0,10,215.0
WAS,2015.0,ACL,9963.0,DB,199.0,72.0,11,269.0
TAM,2016.0,Knee,11374.0,RB,190.0,69.0,11,250.0
JAX,2010.0,Concussion,8233.0,LB,238.0,75.0,12,274.0
ATL,2012.0,Foot,8845.0,DT,335.0,75.0,8,177.0
BUF,2010.0,Knee,9206.0,GC,323.0,77.0,12,279.0
CRD,2020.0,Hamstring,10286.0,DT,341.0,78.0,11,262.0
CLT,2014.0,Tricep,8874.0,DE,272.0,76.0,9,190.0
CIN,2015.0,Foot,10418.0,LB,254.0,73.0,7,149.0
PHI,2016.0,Wrist,13293.0,GC,250.0,72.0,12,285.0
CHI,2020.0,Quadricep/Thigh,9960.0,LB,236.0,73.0,10,221.0
RAM,2018.0,Ankle,11913.0,DB,209.0,73.0,9,207.0
SFO,2020.0,Covid/Illness,9229.0,WR,203.0,73.0,11,252.0
BUF,2020.0,Wrist,8602.0,DB,185.0,69.0,10,243.0
OTI,2020.0,Shoulder,10050.0,DB,195.0,72.0,11,250.0
RAI,2018.0,Hip,13357.0,PK,190.0,70.0,9,207.0
SFO,2016.0,Knee,10588.0,GC,291.0,75.0,12,286.0
CLE,2011.0,Foot,9141.0,DB,200.0,70.0,12,294.0
SDG,2020.0,Hamstring,11437.0,DB,192.0,71.0,1,304.0
SEA,2020.0,Hamstring,8658.0,DB,207.0,74.0,1,309.0
RAV,2011.0,Quadricep/Thigh,10101.0,LB,246.0,75.0,11,243.0
TAM,2019.0,Knee,8705.0,LB,240.0,76.0,8,176.0
SEA,2015.0,Arm,9179.0,DB,184.0,72.0,8,181.0
RAI,2017.0,Knee,9676.0,DB,194.0,74.0,11,248.0
NWE,2011.0,Not Specified,9025.0,DT,329.0,75.0,9,184.0
NYJ,2018.0,Concussion,9825.0,LB,245.0,75.0,10,212.0
DET,2019.0,Shoulder,8486.0,LB,250.0,74.0,12,295.0
RAV,2013.0,Neck,10259.0,LB,245.0,73.0,8,176.0
HTX,2020.0,Not Specified,10329.0,DT,310.0,74.0,12,289.0
HTX,2020.0,Thumb,8705.0,S,203.0,73.0,12,289.0
WAS,2018.0,Back,11462.0,GC,254.0,73.0,12,287.0
CHI,2020.0,Pectoral/Chest,8432.0,GC,327.0,76.0,10,226.0
SFO,2011.0,Not Specified,10136.0,DT,272.0,76.0,10,215.0
OTI,2020.0,Covid/Illness,7877.0,OL,350.0,78.0,9,188.0
NYG,2012.0,Knee,9347.0,TE,240.0,75.0,8,178.0
CAR,2014.0,Knee,9301.0,DT,294.0,76.0,11,260.0
NYG,2009.0,Wrist,9717.0,LB,231.0,75.0,11,253.0
RAM,2018.0,ACL,9288.0,WR,208.0,74.0,11,261.0
MIN,2017.0,Not Specified,10049.0,RB,230.0,75.0,7,143.0
NOR,2017.0,Achilles,9783.0,DE,261.0,76.0,11,263.0
CIN,2016.0,Not Specified,9499.0,LB,255.0,73.0,9,208.0
NYG,2014.0,Ankle,10370.0,T,332.0,78.0,12,273.0
CRD,2015.0,Ankle,8968.0,DB,200.0,70.0,11,254.0
NYJ,2014.0,Achilles,8430.0,DB,201.0,72.0,10,224.0
CLT,2011.0,Ankle,9679.0,DT,265.0,74.0,10,216.0
NYG,2015.0,Hamstring,8953.0,LB,256.0,75.0,12,300.0
PHI,2020.0,ACL,11134.0,S,195.0,70.0,12,289.0
GNB,2018.0,Ankle,8710.0,S,197.0,71.0,12,280.0
SEA,2017.0,Foot,8418.0,DT,292.0,77.0,12,302.0
JAX,2020.0,Not Specified,8533.0,DB,179.0,69.0,11,269.0
CRD,2016.0,Shoulder,8990.0,DB,190.0,69.0,12,296.0
DET,2020.0,Not Specified,8698.0,DE,260.0,77.0,9,187.0
BUF,2016.0,Shoulder,10557.0,DE,300.0,76.0,11,272.0
BUF,2009.0,Fibula,8796.0,DB,190.0,71.0,10,212.0
CLT,2015.0,Ankle,8949.0,OG,320.0,75.0,12,300.0
CIN,2020.0,Quadricep/Thigh,9600.0,DT,347.0,75.0,10,224.0
HTX,2013.0,Foot,9852.0,TE,245.0,75.0,7,144.0
SDG,2010.0,Ankle,8765.0,LB,232.0,72.0,10,234.0
CRD,2014.0,Knee,10240.0,DE,260.0,77.0,10,217.0
SDG,2020.0,Hamstring,9277.0,RB,200.0,70.0,10,221.0
PIT,2011.0,Knee,8490.0,DB,180.0,72.0,12,295.0
SFO,2020.0,ACL,8371.0,DE,266.0,76.0,9,205.0
PIT,2012.0,Not Specified,8624.0,LB,245.0,73.0,11,258.0
KAN,2015.0,ACL,8945.0,DB,193.0,72.0,9,211.0
JAX,2020.0,Back,10985.0,RB,195.0,68.0,11,259.0
DEN,2010.0,Knee,8840.0,DB,203.0,72.0,12,285.0
SDG,2011.0,Knee,8321.0,LB,248.0,76.0,12,300.0
DEN,2018.0,ACL,8481.0,TE,250.0,78.0,9,210.0
DET,2020.0,Ankle,9167.0,DE,297.0,75.0,12,292.0
DEN,2010.0,Groin,9631.0,PK,201.0,70.0,12,295.0
JAX,2012.0,Concussion,10047.0,WR,192.0,74.0,11,264.0
PIT,2016.0,Ankle,10459.0,LB,237.0,73.0,11,258.0
RAV,2019.0,Knee,8212.0,S,210.0,73.0,10,226.0
WAS,2012.0,Quadricep/Thigh,10362.0,DE,296.0,78.0,9,200.0
RAI,2014.0,Foot,10149.0,DB,197.0,71.0,9,205.0
CAR,2017.0,Leg,9099.0,WR,175.0,69.0,12,298.0
SFO,2017.0,Foot,8729.0,T,300.0,78.0,11,271.0
SFO,2013.0,Achilles,9479.0,WR,215.0,73.0,8,177.0
BUF,2009.0,Not Specified,8656.0,WR,220.0,78.0,9,186.0
DAL,2012.0,Ankle,8451.0,DE,288.0,76.0,12,274.0
SFO,2012.0,Achilles,8838.0,RB,199.0,67.0,11,270.0
TAM,2011.0,Achilles,11606.0,RB,225.0,69.0,10,236.0
NYG,2020.0,Hamstring,8483.0,DB,190.0,72.0,9,188.0
CAR,2011.0,Calf,9433.0,LB,236.0,73.0,12,285.0
HTX,2017.0,Tibia,10430.0,DE,288.0,77.0,10,222.0
OTI,2020.0,Wrist,12682.0,PK,214.0,74.0,11,250.0
KAN,2009.0,Knee,9155.0,TE,271.0,80.0,12,294.0
